"","G_men","G_sip","O_uni","G_sac","G_rubp","G_rubw","P_obl","N_dut","G_cal","G_glu","G_tru","G_bul","G_fal","temp_K"
"1",0.300885351109105,0.291394755474053,0.352120249913349,0.273235492856946,0.478747385414901,0.353045539886282,0.307163234608593,0.311108207420164,0.609663562385818,0.186948357318368,0.315824280009572,0.516225999676668,0.0525128828596314,0.708338793924987
"2",0.0879093099754642,0.074854729778694,0.063311585399782,0.109579975011368,0.0329722166879536,0.108436466080107,0.328733942160923,0.359732215084748,0.307115195287338,-0.136411839353769,0.312947514670302,0.0707164347674102,-0.0390109309113399,0.651633713985811
"3",0.118669797390759,-0.0471168760708172,0.11844173033185,-0.0222214658178007,0.310909970195755,0.0196991442601825,0.291473129608732,0.280896100984041,0.447278503762079,0.0249984760762313,0.178453663549864,0.133200425290087,0.0983135116223586,0.657145690199995
"4",0.158951539323842,0.010834641991772,0.20089849800977,0.129211333955164,0.210236887535234,0.091717635296618,0.226021494135457,0.441128213966495,0.148132098339028,0.126692727206161,0.371885192596814,0.0152893701836714,0.0333089372624527,0.671179763378391
"5",0.0403735878385684,-0.0281179326146221,0.16928281942659,0.0147140851224681,0.223777759014332,0.152645333519978,0.143038898756185,0.453067939198916,-0.0380857662752764,0.247128001633929,0.261342689524113,-0.0072181158605051,-0.0192108313898704,0.66142973093205
"6",0.0578261365034279,-0.0128800806681801,0.1769179879532,0.0292197029669917,0.172360192270818,0.184417649396685,0.442925920266627,0.3522296206522,0.0784163944119716,-0.0672693186296122,0.175960620742451,0.0206316052521924,-0.0100343535244833,0.659383293263579
"7",0.0552612586299758,0.0943755473475478,0.219829783788105,0.000765427270936995,0.143035141114194,0.0505349724918813,0.25728867845715,0.405976641138528,0.280304747537428,0.0242876021115859,0.292845236913252,0.109817552041446,0.0662432272001124,0.677530465088871
"8",-0.00180667171204105,-0.120738621252581,0.175049864247216,0.0659145840999393,0.138363688324896,0.0976351185596368,0.302512617955822,0.447377847650326,0.137501404820871,0.000555281220538585,0.302978887576702,0.0871240106104001,0.034675407020529,0.695257273168426
"9",0.0807330814732383,0.0610869372879211,0.289747129708381,0.159531427106213,0.257472221715919,0.0659049404960404,0.342235820508114,0.407543896970487,0.147760431460059,0.11044346311756,0.132432698631178,-0.00295036275746385,0.083936268199537,0.69848570384043
"10",0.0876464266553951,-0.0626012407231751,0.271757784882535,-0.00887508978498453,0.120003378959733,0.10192887870975,0.334247906029426,0.252415791522679,0.245279404280586,0.141002967167751,0.354740801531676,-0.0421429197802475,0.166603911540971,0.714966422801538
"11",-0.0531070856765461,0.0600512471816626,0.22460981187756,-0.0981646647683234,0.144121656166479,-0.0229898171476149,0.240515388971132,0.345722440043453,0.20475985039322,-0.0954084082387439,0.310213820395549,0.0697221408492111,0.0871631316596151,0.706404498070731
"12",-0.0510294926436862,0.0264442760480612,0.190751588665733,0.103479274749859,0.248524646402833,0.113654137167202,0.428650707480362,0.365722869190753,0.360866292244861,0.0411600006891917,0.298828489546904,0.120254067731305,0.00732573004387619,0.681453570032563
"13",0.173902487025253,0.157524962663795,0.203508092557119,0.142766846766852,0.201312618480588,0.0698855551021497,0.459795023099889,0.2040941699005,0.318821536690832,0.0894985423422889,0.274043121259323,0.0176661450098237,0.0532824835844678,0.664644152831051
"14",0.0127705826962936,0.113516546938494,0.211753608389856,-0.0566095201994637,0.206667351172276,0.0255973412711059,0.43401275427785,0.284448304058643,0.322387854352517,0.19117253393677,0.25339955738283,-0.00186155819051965,0.161331299525421,0.689432491085603
"15",0.0628422739488164,-0.116344140622744,0.140257091982782,-0.0129985060723823,0.0719455150100289,-0.0802006061761179,0.321672974283301,0.363242774442765,0.323579487589565,0.154927311081298,0.264475969839811,0.0256401284503015,0.097008070823379,0.683557234450805
"16",0.138381435112969,-0.0506786121350144,0.254049444497556,0.120919181046493,0.248546902529001,0.0258538163733376,0.357972654654369,0.337767457868014,0.338199063758869,0.110585468971716,0.371434702244001,-0.0267780635797931,0.114474200452123,0.691519991494928
"17",0.169100514568122,-0.147016734526605,0.208832181482077,0.020353299899318,0.136362163588069,0.0791734739325097,0.227859376957562,0.285443932056792,0.087979695432621,0.0151622577197211,0.31790540164086,0.186263602699444,0.0560343285257014,0.670795173621528
"18",0.0174987657892646,-0.0498722037662902,0.0934551581344621,0.04600792294261,0.154075066847152,0.043659624125887,0.239284927134833,0.361401204063033,0.157521405797367,0.113212706424067,0.268106371719283,0.0891917714846918,0.00381370199982868,0.682379061123136
"19",0.127566106143794,0.0509387430327152,0.233130757574033,0.122349178655296,0.26270257924141,-0.0327448815914615,0.282223136271002,0.316559461972688,0.206611683770435,-0.0775278926738194,0.331329374079578,0.0972518358823038,0.0640288214637339,0.692244840168439
"20",-0.0203193218402637,0.0743406782677097,0.055017192049981,0.0208559612124063,0.209029156150688,-0.0506766889004513,0.255252686643074,0.306960525798783,0.382171408856511,-0.0906130821691633,0.336757746222304,0.106018474171926,0.0812255404734299,0.728323558454702
"21",0.0870094798109124,0.0211809420522972,0.255005233931527,0.155544035986294,0.223630175812062,0.223305421746674,0.346136337089842,0.190080114076377,0.338875453787149,0.147352194311923,0.258234746289404,0.0888377298796647,0.0810034383724207,0.676887549727831
"22",0.0466537273443511,0.0700644250747209,0.26573471366298,0.0982767093630334,0.233573867766295,-0.0124263527422567,0.285609654429951,0.394624017405486,0.269533560791355,0.192667516648714,0.3609883115893,0.222946790571329,0.110339449064785,0.670118731575766
"23",0.243701089307983,-0.062083984840065,0.195350529514787,0.070782851722058,0.205455200722718,0.0908037301199935,0.385414682079559,0.327320328147005,0.219847581337996,0.133107597864188,0.253987320833742,-0.00880222617764885,0.242360459113426,0.678705091917957
"24",-0.0165934234195471,0.113854327127971,0.108309431124032,0.0536109635414452,0.19735293847273,-0.00772190717844922,0.421854534422852,0.314895816928923,0.206096869713548,0.192296610659383,0.296236034264946,0.171679043468528,0.195778462908172,0.683818190860148
"25",0.0339244969135481,-0.0117975151755056,0.204861198586018,0.16777551225319,0.249542721932519,0.156456127906786,0.397196799405685,0.404572831813398,0.325574259509567,0.0847805535770212,0.300841646658447,0.0676524552667027,0.0368212081564713,0.669567035326794
"26",0.0850173704367449,0.0487749350672351,0.0973864716234698,0.0489560112496036,0.236543275661927,-0.0246500030472991,0.444914685219662,0.480879304591498,0.216001623620981,0.140699839352361,0.324567469634243,0.0653683268963344,0.0253272698760422,0.675295462912716
"27",0.0728842813541541,0.00115092924418921,0.204223545099505,-0.0184361685532454,0.341638687372394,0.0772424985493779,0.166605461599365,0.341884266125671,0.237784308420041,0.0565435539347575,0.186658003016702,0.0791270833247801,-0.0108333802329035,0.673905321007366
"28",0.0279412996257875,-0.0628967269868229,0.179484315442492,0.0820975587020402,0.121367391093682,0.251397552113638,0.115758944866498,0.179360625831982,0.264756337368745,0.188630677861563,0.147637661441394,0.0711207845480583,0.207343184983934,0.660943346349054
"29",0.0127543240905761,-0.063806810881699,0.222650785029963,-0.00329319118745553,0.275930188415139,0.0144264945561076,0.304902956811676,0.494283890912327,0.211334340419841,0.109651489295563,0.284819366244661,-0.0754872654288247,0.0961261932044928,0.679470815231993
"30",0.128297506900192,0.152346773788242,0.17302161302648,0.0839482732046024,0.0651150647358632,0.0187332272283342,0.352376754148309,0.254566327490217,0.257590161861183,0.308574724401335,0.275653190862232,0.0609980570099998,0.166708205348355,0.677172447820105
"31",-0.0202706923551223,0.0222380843942208,0.00383753534341218,0.0440516168664227,0.154486132609964,0.0835519897986703,0.318414248086942,0.171651316579782,0.251767723603134,0.170132122177079,0.138942576249252,0.0855760385793531,0.0488228371297833,0.631987568635409
"32",-0.0748837524285927,-0.185211445068643,0.102973673265366,-0.0382458108553102,0.127186460196012,0.174641120002218,0.295135369620475,0.413197100360106,0.269839772666731,0.11263171498992,0.15600629036424,0.172752428676813,0.0528227297371638,0.705241776739918
"33",0.148307251557772,0.025644106663798,0.170207586745877,0.0756762525760758,0.228723756421682,0.0869117112487941,0.404704021033918,0.287711155780012,0.234885210925657,-0.16051785475145,0.258667171302943,0.0631992120528637,0.222161192582554,0.674177849207618
"34",0.137632148839946,-0.0116813997686264,0.298148981575349,0.124940541967542,0.215694056559359,-0.0256917621987571,0.272238686728753,0.370157625441612,0.234486182155928,0.129394590980563,0.309252126512411,0.0116358284825623,0.109055466481832,0.672074643251931
"35",0.0891435078341417,-0.140299833303301,0.155108870416343,0.039429934036958,0.223566167209167,-0.0123679089164923,0.385235827461406,0.324370297843148,0.343343789864738,0.0871200494200243,0.174633203914119,-0.0434745425647282,0.135531952324449,0.651675246714666
"36",0.0990351807397589,0.125286164838963,0.114894035913166,-0.0131241389620157,0.252004540010845,0.211888694362675,0.331146069119052,0.307821776155567,0.224535535341621,0.186770269230006,0.264841164909442,-0.0219756649301305,0.0473353987476072,0.660661177659064
"37",0.193592639771278,0.0673849853550289,0.249785460738666,-0.0553566875269553,0.0813064558522125,0.10845075847898,0.396956928334601,0.426155683516976,0.276078244973634,0.198752151053995,0.294292332290097,0.0293394999000955,0.0275459389098791,0.674529896570377
"38",-0.0280560312281478,-0.0334492836446686,0.324205030925141,-0.0803560821929523,0.175513891991571,0.121118386079894,0.292833663571705,0.176759180823689,0.116101714449786,0.0579113954597186,0.311291300456827,0.102953372819935,0.0854431355474613,0.675050308665393
"39",0.110263622403178,0.0395531235668666,0.0487259275216153,0.290212513986789,0.235244420946947,0.07447042573757,0.397314882252726,0.42695884544366,0.30029834739058,-0.0703664926481152,0.279300040913947,-0.030798957972609,-0.0107345035872833,0.690703765907449
"40",0.171833181595699,0.0900545480313732,0.127574843441844,-0.0628769002323089,0.201232247989816,0.123895108428499,0.169489605727457,0.379738405748364,0.272823169106644,0.0946421979859886,0.261728760672842,0.0895310619687628,0.141100044610286,0.673717307889997
"41",-0.0137033371811172,-0.0477525672812377,0.109304719647742,-0.0125403266843705,0.15455149506332,0.0519783298527292,0.245832029524508,0.381723411416493,0.259292724526779,0.0371114992134739,0.280741553150961,0.0987958138405961,0.0651195912506914,0.67794076736863
"42",0.0147478764148282,0.0823651064468643,0.159599203665841,0.183942715447734,0.0808964602389529,0.000994950684220637,0.276273060283676,0.244794688447797,0.326583554212317,0.0901412975997554,0.335536572792141,0.0484878755375732,0.120928619147858,0.660232021574454
"43",0.0698286123144197,0.0828987768297382,0.287137420265758,0.0676639249067644,0.0348506821859629,0.151413694452352,0.397542269524022,0.167826956523099,0.337212745249363,0.0489334830807345,0.321767981102695,0.0580867016905397,0.0441647785767967,0.694923855085971
"44",0.169233868800372,-0.153002893163465,0.269298080013017,0.0713718438035195,0.328898497818027,-0.0912952695062003,0.384064826763914,0.404908060938699,0.26218927108472,0.102757899003734,0.141329103888897,0.071969102077955,-0.0377132160454356,0.694118813364484
"45",0.0494507826627408,-0.0299707293593424,0.0390917108121198,0.0382910119152945,0.140210664835433,-0.0986442865055853,0.407182692634901,0.411827272167223,0.244297878661508,-0.0726612719434804,0.2545988585897,0.0348194852813561,0.248110987547209,0.660835557606806
"46",0.140964985127069,-0.07856301318156,-0.0240973099644982,0.0862552280071355,0.240001672571497,0.163949216947011,0.414183073497714,0.248987116644223,0.218932497878835,-0.0243148920199928,0.328820385334186,0.0251874428757618,0.0532034464197839,0.690888756974179
"47",-0.023208862497596,-0.0867914412218823,0.283051106261936,0.0794220241755109,0.266963732176758,0.0915774010852217,0.252348480158637,0.398098553252611,0.223469658646838,0.0195351594020424,0.295623079622448,0.0913599283780109,0.106062413628764,0.706591965192802
"48",-0.00514301544920082,0.0265142030602874,0.173947360930086,-0.0712895762296178,0.224025334619753,0.0708961863642081,0.2646773253309,0.330841064062314,0.268189470089197,-0.0300569960261269,0.309254066002537,-0.055703623729807,-0.00701818134247859,0.658011053073045
"49",0.0663000456382449,-0.00671379979491713,0.126793293062622,0.177405318085159,0.168469238538334,-0.00157592439627796,0.337355747444688,0.389212478744519,0.300962086991495,0.265607512247441,0.375811347683866,0.256953408681521,0.233076743303096,0.668060890424956
"50",0.0840401535120789,-0.00753251862485576,0.176683914469414,-0.000653219946936479,0.204533269024716,-0.0163376982671306,0.241252072068337,0.320929998806676,0.26309983794707,0.0251166660673367,0.248344177468759,0.0101151051377501,0.223289029483816,0.695731892608615
