"","G_sip","O_uni","G_sac","G_rubp","G_rubw","P_obl","N_dut","G_cal","G_cra","G_glu","G_tru","G_bul","G_fal","temp_K"
"1",0.145587480693978,0.117977642049919,0.172076485814483,0.203190496803038,0.0808189887767495,0.433127519260654,0.472958145124769,0.31105254038262,0.0141175439863291,0.318398376293361,0.108193041673801,0.190973870151933,0.261441317656444,0.584939702321856
"2",0.0443164721453722,-0.0792558622051214,0.00192076996228588,0.221071362776861,0.0475670180987288,0.2996123993077,0.403483021615194,0.0733807962231603,0.0396652696002681,0.151425222080951,0.168089448195252,0.115220281118856,-0.0239538011995428,0.532745910186229
"3",-0.126447233103627,-0.00740427599293335,0.122341194432381,0.115058100744123,0.0948640476090024,0.197601623405132,0.158466419338489,0.0324202249880872,0.0616588603977663,0.357896761597983,-0.0407604845050986,0.167392911913276,0.162724679069446,0.535895311033035
"4",-0.00390584689471603,0.0259763799821583,0.0065236835908829,0.286800104636731,-0.000758810797398144,0.214919161270553,0.327944248490303,0.155583080297003,0.0478360431212207,0.165512116471662,0.198287737542021,0.114089487336084,0.259045972147932,0.518954093274194
"5",-0.0338767978068849,0.062580237215532,0.0429029125103172,0.0803263814998001,-0.00366972191902962,0.100576937210816,0.307024968013104,0.0562141180462152,0.225899051512033,0.19111556691208,0.0156891362588719,-0.027942179164853,0.255873209320584,0.544860009130456
"6",-0.134507648720656,0.0853049010290326,0.0653711825119828,0.211047465142739,0.0455178597644634,0.202044827933104,0.10813491731884,0.092377906139715,0.193477421216575,-0.0496588652161285,0.223915864465267,0.0046180764128434,0.13437712472916,0.552263184743092
"7",0.0247199794961207,0.0807449418488944,0.00264728775218198,0.171683069130869,-0.0435015363444833,0.21223936760357,0.339518963571233,0.244996372395106,0.0836353205295785,-0.0397321971002857,0.212601230048492,-0.0203249740670447,-0.0185218891078288,0.542986304329714
"8",-0.0854235073548338,0.0455810989850451,0.14739469519282,0.112854895155764,0.123375695351789,0.234672539544329,0.236208438020683,0.109826554007717,0.200446765054452,0.0756841821097117,0.101629322364328,0.0234829115963458,0.0404262797182645,0.539961567772127
"9",0.0434684908525319,-0.0245546927222658,0.0364924621320349,0.208151600873052,-0.135951676091289,0.125487894054977,0.216861981909014,0.146769103197664,0.119823975308204,-0.0101714275166688,0.120613475329768,0.258849254291944,-0.0182710270906861,0.541746050119113
"10",0.0578600842827298,0.0723614527665104,0.144839426687474,0.187383423917014,0.115156675842684,0.13038322378347,0.331442719477725,0.0702468000906264,0.0304835556621982,-0.02345162536285,0.00733504677925581,-0.00770804765420271,0.12633897106059,0.53496024237835
"11",-0.0318118118539334,0.0207778692934057,0.200597881662817,0.111425844561988,0.0898953590014826,0.197185715254917,0.132661576182112,0.028337251017231,0.058162339509196,0.0229620133838176,0.200717175467073,0.00483774782923221,0.0308989153540554,0.499591570635989
"12",-0.021480424209728,0.0795215729688245,-0.0442201427995735,0.134166012175774,0.0286057452178605,0.256998324853709,0.231691746601069,0.171814308273855,0.0756302470057733,0.257091638168147,-0.0202318316033721,-0.0313246532365105,0.00442196809359476,0.516035809676156
"13",0.0381574619465245,0.108626641627148,0.158323196643985,0.184514522181921,0.0656284733781958,0.374929476160514,0.219231955238694,0.137205716341465,0.249919768223476,0.0764777846497507,0.00991092615133733,-0.0241957219474097,0.0968316054502579,0.544779684071394
"14",0.0465003699511571,0.0704889496002843,0.0912750442432513,0.248208365924331,0.125327781450411,0.229541964591963,0.239242483844774,0.132374791255307,0.117066765588644,-0.00852410992166762,0.0156088925006659,-0.0413565408690965,0.134050537042917,0.497448946870197
