"","G_men","G_sip","O_uni","G_sac","G_rubw","P_obl","N_dut","G_cal","G_cra","G_glu","G_tru","G_bul","G_fal","temp_K"
"1",0.0390248735449794,0.13394339921696,0.508304196062419,0.605744433938033,0.793234753227185,0.268314957337599,0.360082605574043,0.586718816736475,0.426688183671153,0.500707993404887,0.421682871810772,0.09746065013114,0.0162644707682092,0.701967908429053
"2",0.106595393406537,0.00974506712809911,0.0542404614111221,0.0647722965604474,0.0832774556049602,0.380710256170417,0.368492938327392,0.249847277284158,0.397324376003615,0.125998813914222,0.306258452822815,-0.0278593141118812,0.173437239111735,0.695445403145882
"3",0.280980144822127,-0.0080837387580901,0.219941811031338,0.0689625064648047,0.105751083424427,0.223650165079374,0.271939755045125,0.272176625627637,0.238120795815106,0.0202408160242813,0.309862957641837,0.0168616079344604,0.25011297426359,0.702888607194148
"4",0.148896846243392,-0.0190057910874754,0.0823211613987022,0.0479183938592002,0.0207615893605822,0.28858153935092,0.226362210351822,0.338006447908637,0.20649123797507,0.124940877075448,0.305949703540519,0.122380474501693,0.213818723691961,0.711936431678777
"5",-0.0118706563631302,-0.00427405606174251,0.0546106865500611,-0.0919661569122949,0.0882893375624055,0.196626507840614,0.283074583318633,0.363740301926702,0.200042029265313,0.158320864272344,0.429010457223734,-0.0266522312990973,0.0891194990867718,0.713048328482476
"6",0.199176226238783,-0.0851894478258337,0.0961005548884273,-0.0251718394522101,-0.00979767387049201,0.267576124147971,0.463242716504288,0.383203414917019,0.103611800183581,-0.0163406947637599,0.264420135542088,0.0491303104956441,0.01415948610416,0.698064233080778
"7",0.101817649993032,0.121159505872452,0.21949052176542,0.104023829580008,0.071588376538079,0.422588841755993,0.395913395488813,0.3162490140044,0.240374061446499,-0.1537653649128,0.301885439609423,0.112212838732716,0.048849530348438,0.674900981926442
"8",0.0475918006265806,-0.0149115031587801,0.0485973410419314,0.0372069012039162,0.0269471019012901,0.320504123465348,0.344672130352643,0.249190553277393,0.342109638350902,0.133788716700341,0.342502942985799,0.113454205087137,0.048552816020066,0.689770643223211
"9",0.109581835947342,-0.0347516490002829,0.183627975834145,0.242757934227956,-0.050073943312554,0.343810871156584,0.347483511399366,0.322690618184446,0.33539574896579,0.186811691793073,0.337457501468131,0.0792363377555598,0.067726186304767,0.707920455419187
"10",0.0609005346337681,0.012278633013295,-0.0509972018620171,0.171109731138674,0.107954149584885,0.320589946241815,0.321174591325416,0.31213020740921,0.285120692821992,0.11268772123938,0.279551435149133,0.0534479782558869,0.244086169041741,0.69787894678197
"11",-0.00150921119427374,-0.201985476226288,0.105711043035768,0.116884532026954,0.00354407013332696,0.298573328929301,0.349474347328057,0.182445600578772,0.138722055208485,0.0712247890363025,0.263172786304646,0.0784109321337819,0.195589833154358,0.726089293423648
"12",0.15809583598156,0.0519160927167464,0.13537296988969,0.0255939936507124,0.200923827241037,0.320164479580187,0.410199230339776,0.3135451087142,0.145887692047649,-0.0501751828624369,0.315290009123905,0.405417847404924,0.0554597248170476,0.711797730282679
"13",0.101931228419806,0.0832145235184513,0.0697884555712975,0.233339428934109,0.234491946846329,0.440528611464878,0.472352806088121,0.341832531390348,0.295930669001242,0.156851443784945,0.389597390040683,-0.0237231342720152,0.205900954601415,0.678518887892844
"14",0.174886860831832,-0.0208177383213242,0.106852424255755,0.0822531833845277,0.217480083802369,0.292222192904777,0.383162980235129,0.328973838803014,0.273968090860523,0.224286599793705,0.250022950085055,0.080860021203504,0.27104868543192,0.733901424304088
"15",0.0658827162620682,-0.0400910854455616,0.197408422068661,0.0578948800864999,0.0877287596567588,0.309445946531657,0.306498447138994,0.38776066922081,0.137513848207112,0.198416429712808,0.413940855311071,0.0381871372734418,0.138565927863809,0.710229689866472
"16",0.0805349168713598,-0.0202342204587598,0.16083885575809,0.015973425027942,-0.00303359220403933,0.321272750792327,0.381577880232095,0.326744713741383,0.106596620852023,0.170071103533526,0.353449908485487,0.0136759862014077,-0.0253983755232411,0.699834521803048
"17",0.0135315588667999,0.019150724806819,0.138378898911441,0.194848158545953,-0.00986636668221949,0.46948232938902,0.364562076344671,0.359889983145079,0.300351197205336,0.0890020858182261,0.392224162899388,0.165559641909617,0.0496737920127173,0.699417621545533
"18",0.121568881426445,0.05290044384956,-0.0323621241045125,0.100393395384925,0.070338402449888,0.359257862097323,0.307124547144108,0.154632787906221,0.0945213231391881,-0.00771670518980469,0.315069088607012,0.169316169125603,0.114672622621982,0.697391342715336
"19",0.130471569129245,0.00688685945946061,0.0792568042604135,0.0728857941005734,0.0959326720158026,0.300782666196111,0.326922800201083,0.314564454067832,0.218589643241615,0.222602836333734,0.363275446985881,0.059035401706786,0.116897056678121,0.724924164241108
"20",0.0246487946359607,-0.00974424627865157,0.0618566105832663,-0.0323869685152582,0.173869085046145,0.368759356482196,0.363637695669176,0.318539610895049,0.0750544281350999,-0.0948685986520557,0.371289516886183,0.0849413004441842,0.148218130397696,0.682604113039576
"21",0.145776629375475,-0.0209605106823052,0.219379871145938,0.05297786136087,0.113172657286463,0.298195448453729,0.336753231156424,0.155965409191524,0.247898126594153,0.25603968317823,0.361803885695939,-0.022912710240589,0.168576125830816,0.682679932052072
"22",0.0699001347041578,0.00319507357603992,0.142704323414476,0.0443904228865123,-0.023013601320198,0.346752342070169,0.407368767309681,0.28916930769365,0.205412786461227,0.158169452258089,0.354492857548141,0.187792694851156,0.0907689594648509,0.699277009069668
"23",0.0871056641961507,0.0574371020244821,0.133343705136449,0.11870893126459,0.0262132144897345,0.18511988333306,0.382811703804114,0.283595983592246,0.0975862860336866,0.0606838130578794,0.345526362138875,-0.0830523221918601,0.256477272092578,0.715700956315371
"24",0.0543793373134399,0.0163878497872162,0.141592418016255,0.194990033844401,0.0594847879201449,0.421044142479135,0.456097730230425,0.2929900633358,0.0935783846144441,0.145139080655943,0.316696280322341,0.0598180583104781,0.266828041936969,0.703755878356026
"25",0.0845289226242705,0.026445810357752,0.0973940659674181,-0.0794284722054648,0.21199341062805,0.185967983161206,0.293400207008652,0.302603456263484,0.177158588125485,0.0408548763179559,0.408827416689803,-0.110974708217,0.116626728415254,0.680335706633539
"26",0.120528858182142,-0.0992103995044403,0.0714249013107668,0.269410085729604,0.167704793892677,0.211083467191073,0.144877859715466,0.186736392364835,0.289607116660344,0.100389617966342,0.306401264613028,0.100738013934703,0.067487117687624,0.687137314086888
"27",-0.0221827409824794,-0.0456287200144603,0.16900528589062,0.0297370890963447,0.103478883739307,0.34484085137218,0.291115142552177,0.233786993976023,0.114462044843388,0.302754233724875,0.290775929806859,-0.0161673417531865,0.0542852238978959,0.702957171928631
"28",0.0984176972126571,0.0589472597707607,-0.0197608608769818,0.153940239455106,-0.0208477571921671,0.27967384172878,0.370953352877969,0.315357715057085,0.280672310718224,0.157541032153123,0.279951238883132,0.0562291295083619,0.131110922507362,0.711721212528086
"29",0.0533852450178771,0.0100100919375487,0.22324363491969,0.0108246208926648,0.0414034672368919,0.414928177302832,0.296439520073501,0.364679876886904,0.219477392027088,0.157604963921099,0.286071398925166,0.119300287095928,0.149313759890538,0.711180425455376
"30",0.0331743163864993,-0.167076659511442,-0.0290848444656038,0.171418330199892,0.13962240867253,0.345570159438389,0.272378761374633,0.255452913847275,0.241907906181868,0.225497405321391,0.312909035612024,0.131692267178546,-0.0226183372084832,0.713023100525264
"31",0.121171984408649,0.121432070268148,-0.0393626301782749,0.213684819387206,0.140193174751595,0.251904247237147,0.382855068195514,0.137562023735123,0.15720054518785,0.203788474315774,0.339295659094487,0.0807829937267668,0.179730502831959,0.66899808205674
"32",0.103819224584068,0.0483405532661323,0.190640531309415,0.118422705771339,0.0127279661012884,0.370345832154859,0.346330993709889,0.390672908216212,0.265106137472605,0.238600448552922,0.394335748182418,0.0774905479982627,0.198861979952755,0.70992819082221
"33",0.155844919311518,0.0838127399723002,0.172212762792074,0.151093771525698,0.113667398597556,0.35071698439818,0.343840428156568,0.320056738760021,0.140200352504288,0.238218584823186,0.201964975628987,0.115920290266397,0.105571027871021,0.70344425083191
"34",-0.066839964319003,0.174005257852147,0.161060708839125,0.0117776647614446,0.121077256415785,0.355502934391722,0.30579540961185,0.104122464890078,0.211046587891235,0.185455116464806,0.308998412443641,0.163632227801183,0.0297598958071188,0.681911168327023
"35",0.0268901074241931,-0.0661253404682595,0.0880203093965747,-0.0642795206002318,0.365546800467398,0.258574812686229,0.300928111261357,0.324593497735098,0.213574869304967,0.214048714468004,0.309238103119762,0.00440086690569386,0.0338626750472178,0.701694190064266
"36",0.00326503399005524,0.035738569202479,0.169449103507477,-0.0127244153729184,0.142661098280784,0.343189733153458,0.389919632697861,0.207159587925917,0.232615730989481,0.269057510801768,0.302705409970413,-7.7374505154576e-05,0.10278812202509,0.678330500468642
"37",-0.0032287413484939,0.0573300459522773,0.240170714935529,0.0626515143705375,0.0791614762597225,0.277862249199117,0.349187824522374,0.254654351146581,0.172785655987495,0.269564640667612,0.282366950786363,0.0854375350775952,0.0582929504908778,0.732508975861279
"38",0.0708757096395097,-0.0150617252134946,0.0535560490109704,0.113025331876872,0.056721375429453,0.465660595306279,0.295672979268651,0.381137933856641,0.109683468313881,0.134803929716132,0.36396886771024,0.0941896557873794,0.156037435544911,0.723418198799227
"39",0.0065403190319746,0.0951325977636836,0.0328419215659019,0.0968644819809333,0.0469057238858811,0.330518011057161,0.405133089133748,0.311137657808131,0.165939773853013,0.184441242184466,0.371390605503055,0.0173518556295171,0.0137204616367543,0.710270961739745
"40",0.0380864924243906,0.187267437828213,0.0365998471034339,0.180590282573887,0.0148627763350192,0.338128686600928,0.263708951604436,0.28010071589417,0.168600584789777,-0.0814672271434388,0.285946957860736,0.106628943455049,0.172754412607222,0.664992627885682
"41",0.14453626302834,-0.00578628102212762,0.142855391084683,0.0310767754848539,-0.00441802091810871,0.319108314474478,-0.0537138862497118,0.260571419468477,0.161987404482337,0.137459377206487,0.36123573697944,0.128564745069205,-0.00756310988615759,0.719680910501777
"42",-0.0143217795365715,0.0588716347365864,0.180134279877997,0.0548249820525199,0.182149846645437,0.288758914706303,0.341989867068968,0.182308887638797,0.221718949632546,0.0934766554695459,0.365987201251024,0.164709068878585,0.0380101286645878,0.696239945929547
"43",-0.071590115877413,0.0595376654848552,0.0805300881618914,0.151528827758338,0.0035922112650712,0.318750313882193,0.263342960183575,0.266552448965772,0.153273527488408,0.110229921285109,0.324474992317367,-0.0627060292318142,0.101191101548703,0.700586161343958
"44",-0.00257143222514565,-0.0754501621542863,0.0618642678814115,0.0343256755901995,0.107997760155406,0.408893886176738,0.360270361912095,0.398749975741561,0.281335479992423,0.0989518652043397,0.319982902603225,0.0437326607559855,0.221032807185631,0.726533210836005
"45",-0.0122482802681452,0.0533171715685787,0.16730839845646,0.175111580277499,0.27480979974272,0.385475244066756,0.416050422546955,0.27811247535457,0.283663182792464,0.10343432422579,0.361466729244385,0.125457520422053,0.23536792539599,0.740800595121903
"46",0.0784221545139464,0.0291224945421317,0.17665185970874,0.158810839464651,0.0544611851940925,0.257383948816983,0.336463583057097,0.317291234944812,0.298874573143464,0.0224498847531738,0.411610721806371,0.169916056406417,0.0356184613193291,0.709457508020139
"47",0.0927708409682737,0.027198442780484,0.213483822837967,0.159247944117257,0.0906416421224346,0.270968088016239,0.349407790655603,0.233538676488984,0.302691151513053,0.182412755179455,0.415413612722944,0.0488174797568564,0.27279875944366,0.680511488665666
"48",-0.163710193677965,0.00864274834722649,0.180908230893908,0.0252569663778806,0.0844405314070331,0.3822102496416,0.298111448800795,0.165078866869808,0.218728041690395,0.152078625728532,0.312560636603388,-0.00177016656891111,0.102199816917273,0.68822220303679
"49",0.0824583445292946,0.043630807053793,0.120614784010186,0.209685094666683,0.186124207955617,0.356833159627866,0.338681599011937,0.410475343931893,0.191396438443103,0.209294548928642,0.29698604843605,-0.0342990776853535,0.25516128589374,0.709805139037076
