"","G_men","G_sip","O_uni","G_sac","G_rubp","G_rubw","N_dut","G_cal","G_cra","G_glu","G_tru","G_bul","G_fal","temp_K"
"1",0.485977050459999,0.111803820188182,0.0603094978700761,0.116581153033302,0.278748868247285,0.171217074830257,0.79001261202255,0.679168222531108,0.262727859404598,0.437076957770391,0.582866112236147,0.46277225884237,0.568494867157522,0.922437600473862
"2",0.209980009727285,-0.163458612361749,0.176681833081467,-0.0101165332960174,0.267738076554988,0.238311227973826,0.466077536643673,0.283753923007495,0.0849005383614751,0.068327149990571,0.436822631255817,0.21044599150854,0.00687082565943712,0.844121772460591
"3",0.144021691248831,0.0370592041771599,0.195245845888238,0.242412597710721,0.280209590680154,-0.030731735658543,0.334699147364784,0.347680588665301,0.233575124109337,0.240669504436727,0.258041667899075,0.193760550561243,0.288096241283768,0.848389636211727
"4",0.180380728078544,0.157889243074586,0.155613342526981,0.092367055414873,0.137741025081307,0.136614884810735,0.422275056706253,0.440477409322964,0.365057727892871,0.140887221680253,0.332467401266381,0.2153684642278,0.447267524678223,0.87518757494837
"5",0.162799063092412,-0.0501762042336268,0.15086288770175,-0.0167099047232606,0.220361595436786,0.0562777417179609,0.45111899777603,0.317348989122852,0.177587894712738,0.144942715365057,0.362039346085397,0.126542076851198,0.269474065926589,0.860902805814734
"6",0.123529700499955,-0.00351545131570297,0.065536904380635,0.0419833578093479,0.224839549686028,0.0763628954182355,0.412770657144172,0.37269563790858,0.41052175387373,-0.151665506059072,0.161179317512015,0.00296881765181927,0.0758317499017922,0.851493854197557
"7",0.353134080962763,0.0170636372563145,-0.119466995517539,0.193650874597586,0.0609036962743867,0.110248684089178,0.537432304417947,0.298276496261501,0.181809582281503,0.119740591521577,0.177042656360951,0.124807146600877,0.191631196094461,0.864199739504939
"8",0.110200686638373,-0.115588275313269,0.237161994481916,-0.0127517211000548,0.246469499259663,0.0125858624401796,0.535163321174028,0.281451373169049,0.111671615197505,0.109553037460419,0.283299202402231,0.0649744608566122,0.166095105018597,0.872314502129613
"9",0.114324243570917,-0.0984652507342921,0.103782827187579,-0.082793998008188,0.176020764347677,0.0287472554397249,0.47936850416117,0.350315089085929,0.270173010870155,0.206098904401522,0.431417562374175,0.116977442339713,0.0821824967702452,0.866976894531428
"10",0.248113520940443,-0.0564724637955393,0.139459751697184,0.072228209768452,0.17822777890307,0.0346262519534292,0.474334669492596,0.247202181873269,0.205720080075316,-0.0387896292280593,0.298159413552011,0.0527484068244687,0.194198385835026,0.866378859611394
"11",0.275388214956963,-0.00399283932382478,0.12683774981906,-0.0543913691990119,0.299070813610476,0.086968640024592,0.423376653808305,0.283921321041564,0.299264018288789,0.0347737998471718,0.212838549098213,0.110876034840089,0.0978747016945146,0.859511034057749
"12",0.185048238002062,0.0595212635374835,0.228844167832153,-0.0261760592746807,0.267574721508449,0.244489906503538,0.523233262256848,0.382921552114177,0.229688524951178,0.0443479579531061,0.278992957502764,0.0735862192325093,-0.00638064401732739,0.846132770934266
"13",0.192840796232152,0.143418202130909,0.172281155130232,0.111365078659622,0.202749563783848,0.0603858776160335,0.472032867206472,0.334894438828742,0.299444544224175,0.104687469739178,0.280579823044913,0.120744736762721,0.227800856996956,0.882799387137769
"14",0.290067650757907,0.00031728279861291,0.0509277184101331,0.018695378683337,0.301608266746166,0.00653852937001466,0.501057026331513,0.411910831668718,0.127945022173171,0.209093163433447,0.268978758491278,0.0604591737517964,0.207901155976416,0.852614128579647
"15",0.314565399615336,0.023230180379758,0.14691106509546,0.0679408080576479,0.309780400779754,0.117815627977054,0.473343056384872,0.367749147453126,0.273870983032263,0.260155891761474,0.161276881512993,0.0911656695764732,0.235547305012353,0.863081975233723
"16",-0.0494570521195003,0.0600222185768954,0.209820329762891,-0.0343698472187955,0.314850108495742,0.141822906179388,0.523083108984369,0.311545636641203,0.297436564099254,0.0439432490337027,0.309908199121625,0.164537130336866,0.227689925791538,0.833886639359183
"17",0.110835731531717,-0.0462902919019154,-0.0144304048903995,0.119845197944434,0.160500623095486,0.118093622974788,0.457296717121713,0.397568997568643,0.0799983675778789,0.21241069429042,0.378343351386065,-0.0911780777443084,0.0796973410227562,0.842308145472358
"18",0.132860313508987,0.115121022027432,-0.00401928422956747,0.0567903939993408,0.28737799749221,0.0754689300904582,0.443111907286335,0.287866859189935,0.29815704278616,0.132467579295392,0.353997272997779,0.000654109748073384,0.222773656486068,0.856479733679008
"19",0.222927184772445,0.0249381230449724,0.020823862495397,0.073563494348298,0.161798894494514,0.103976192512979,0.511821957605161,0.40289884556248,0.318212576170857,0.0570404321974441,0.383384467049357,0.192008792903907,0.0723733765907328,0.853943558492054
"20",0.112810765436618,0.0963980669322763,0.1704577836609,-0.0532396365609028,0.113142262716895,0.119701456643937,0.508642548940323,0.39463749069916,0.138755660263642,0.145918317777657,0.397663599146466,0.0361876699553412,0.0454600316178067,0.85252626346768
"21",0.169189243444373,0.067355256606079,0.0964359288052672,-0.0296894527441436,0.3426732581941,0.17318202153869,0.46738848761886,0.200490232580768,0.140001278628765,-0.0430454252846332,0.414729740951822,0.105184389702329,0.179661814134524,0.861549406117312
"22",0.105886579377402,-0.0698268695316595,0.11273031342848,0.0146028815784778,0.176573667236131,0.140332520432891,0.501910917879138,0.298659277842763,0.165206983794478,-0.0189428207111507,0.288776141209747,0.212168936488375,0.0766874889689386,0.860795915461196
"23",0.267779876974861,0.054719441788046,0.198096542457388,0.0795711018485673,0.146853917594188,0.118019143732537,0.506108376102477,0.192991778126313,0.236931014364799,0.0817320661310128,0.31741742393004,0.266615772798336,0.282688431069828,0.847321082473644
"24",0.0879225418825035,-0.102558621989299,0.125433129150831,-0.0444234094039286,0.198552818569537,-0.112730828235933,0.495553484676215,0.435403536323487,0.203627942954224,-0.0263238047022606,0.343109881877205,0.303654742219023,0.292177136142539,0.855546833555157
"25",0.279851238923357,0.101152784729178,0.0544029450406586,0.00150440242112132,0.213509443484302,0.121256943321729,0.571091670605368,0.304610520346702,0.202437764457227,0.135394715476145,0.363818577078305,0.12242805893315,0.0494502120235279,0.86794992678221
"26",0.260563143163484,0.00908414912990342,0.0776374140403708,-0.0440563077589714,0.360795716636087,0.0690655052803008,0.407056379309478,0.246828739362163,0.191203091758551,0.0134131427081438,0.211489882878476,0.0220695742712493,0.0882069200293766,0.851004678455533
"27",0.13389456678292,-0.0270396617056432,0.143314363475039,0.11562201935112,0.320632020103583,0.094329486441566,0.476780644710691,0.378589668921607,0.164079356039961,0.143077414609448,0.414249827603726,0.0980296260181263,0.171074496927939,0.8484307731117
"28",0.197547048650874,-0.0244451375932395,0.149325442077072,-0.103789696841743,0.277294230894315,0.0815339650947923,0.458504859859168,0.352295625139207,0.296338707087026,0.267296258111731,0.267585874867153,0.0306095396097327,0.183040499395585,0.83908351529434
"29",0.26674739311706,0.00674706725797379,0.152557852194648,0.0618641384506425,0.332487667872803,0.111973602856848,0.498839567611092,0.354446950567631,0.219419348573986,0.0442029900362394,0.301264242027435,-0.0297986711937566,0.417157911838316,0.858018596200849
"30",0.293293360026123,-0.0395671449944528,0.0860668087454494,-0.0796962197758636,0.210286065751199,0.0783340906627914,0.445506910768677,0.405853273908122,0.208193613330892,0.289663738753451,0.270511806307906,0.216065619865485,-0.00278830336306013,0.838833981011145
"31",0.0955453504069567,0.123110809400096,-0.0221874149296548,-0.0449553071391183,0.328544320833987,0.144417642998398,0.470763181165864,0.211444621022664,0.155336731914954,-0.00328876221107209,0.258149878227409,0.196102850259383,-0.00116625632125116,0.84976244797825
