"","G_men","G_sip","O_uni","G_sac","G_rubp","P_obl","N_dut","G_cal","G_cra","G_glu","G_tru","G_bul","G_fal","temp_K"
"1",0.0854643487160664,0.288598412897821,0.325262649900339,0.656243424889753,0.819876569992465,0.275531325634401,0.341924422443475,0.395315371767887,0.159612593897834,0.536211920446365,0.390566975359319,0.167484897747533,-0.0406134640756013,0.466103301661896
"2",0.00902733530265015,-0.126015204622133,0.2103968800297,0.0799286577607742,0.0798803447136132,0.167658382165639,0.204248942275979,0.120630314699702,0.00504053360898697,-0.0172558031094218,0.294289914419167,0.11215231271376,0.0789077961463447,0.449149591793838
"3",0.014932116820333,-0.120736187972626,0.00418589725885421,-0.00963265987446865,0.159295573031712,0.186170400214349,0.128253537854735,0.225773478789431,0.0280331320214779,-0.0131467587895535,0.32555558449183,0.0775868626980512,0.0229519897424077,0.420024889318639
"4",0.101821027480833,-0.0803502771120641,0.00285816690002065,-0.161368479999672,0.114946996594785,0.26879361125147,0.161900443846384,0.293096103883094,0.0576379961535577,-0.0798479095877536,0.282874902239616,0.069406111153006,0.115236806587882,0.482025858713752
"5",0.011997924917452,-0.130679083652484,0.0338212490564797,0.135836089658072,0.150034960111372,0.105350474751868,0.136501796022233,0.19957874186389,-0.0470346209266612,0.119780327559649,0.358493245675717,-0.0407499688150711,-0.0163513679922829,0.482845198385775
"6",0.102329788209057,0.00014101665403038,-0.0794689274576331,-0.0014145908778804,0.0493978288071103,0.238287529323815,0.264374646799429,0.243418228281005,0.0647125345644925,0.0574387771791136,0.0461306271774771,0.117183766528573,-0.0124501967087934,0.435400759896097
"7",-0.132471032650023,0.126407591758979,0.160982373086701,0.210214914296354,-0.0651478870346548,0.197494460853554,0.147390047326069,0.256163591813346,-0.177991075868097,-0.034141928888768,0.30754696407244,-0.0102546345504095,-0.0242356140299357,0.422874156630011
"8",0.0321814056445923,0.167484944005456,0.00132166777093691,0.0697391764993694,0.0826871427406579,0.170449408455447,0.156839369985812,0.138324910127552,0.0836369029552649,0.0323517203139694,0.296709230132879,-0.00844717285663058,-0.0714973558504416,0.460542480995751
"9",0.0308820473653888,-0.0474677797470995,0.0798671146858545,0.158599785985588,0.135193981048293,0.270632586241955,0.116939193766035,0.238459145641567,0.213176727445992,0.112609927072706,0.331685408289876,0.0663116926628312,0.0914074257810898,0.450801076193023
"10",-0.000435151406014041,-0.00817553985850178,0.170436306394973,0.115486902057566,-0.0151792488615764,0.20017846581177,0.0820681112447148,0.236803308424965,0.122843906412983,0.0559829251095361,0.338489016154253,0.0779601689749782,0.0980204768874495,0.431584471860398
"11",-0.0696090412686389,-0.041247197932371,0.116117629128138,0.076592635396698,-0.00240139319730339,0.0947964660587175,0.236863604195251,0.0369530013420571,0.00906782272967246,0.0595478794531553,0.0883876684622389,0.0515898128708951,0.101353468690445,0.491696261529213
"12",0.034873529446065,-0.138497381766672,0.0788313755671515,-0.109850665237889,0.265127905936193,0.244021537533245,0.23845841732504,-0.0562150273808634,0.0225646204550302,0.0450745816843615,0.315253868509799,-0.0299283651921377,0.0310875784424428,0.446899835166002
"13",-0.0519361468941269,0.0749275935865649,-0.0697754709116501,0.157132932517459,0.118068560599253,0.361058719738855,0.182875162866122,0.244461407521543,0.129203516890702,0.0545713293640352,0.345244263388444,-0.0190383332929045,0.138802052905958,0.433890955359364
"14",-0.0247760921250308,-0.120547525191016,0.0345391868699518,0.131869781151783,0.229558605384808,0.172808267187766,0.339547045602191,0.19181740270096,0.0299836808954526,0.14387770830729,0.3670485378849,-0.0584034819867781,0.100757397740825,0.47618938518047
"15",0.0653376572695746,-0.0714777682756246,0.0740362142318468,0.0140924778245746,0.0117527330294214,0.188787639068826,0.145593617145756,0.294796374575841,-0.0110620213812783,0.0820559734506729,0.286474666702271,0.0681270003295611,0.084344828440463,0.473796719900891
"16",-0.0674001726897523,-0.0192568860596703,0.141282329427079,0.019566579558643,0.191615753205531,0.216313714505128,0.237973585741887,0.247251514310902,0.0974792284316325,-0.00195149155285726,0.203297980040682,-0.0194910168917418,0.0669497190796734,0.489679270916106
"17",0.0490350483199233,0.0430740826808159,0.0973761508202882,0.00379584641017151,0.0857169135021643,0.0852302231538502,0.283099808597174,0.350210174205059,0.179631414796686,0.083909203175828,0.408638442535664,-0.0583139394554378,0.00726824249996489,0.446504233371806
"18",0.0812298538098481,-0.102913213336349,0.0120647016286144,0.015401127457753,-0.0108886492574456,0.269606515121045,0.254232558759065,0.237485983504234,-0.00730803198347654,0.0423914225379349,0.457320936814722,0.0237236664518906,-0.0190805443306468,0.431161498967633
"19",0.0785477510027332,-0.0730687809409735,-0.0370645911505087,-0.0616032331616467,0.204014408234999,0.259371617960916,0.0887505284725829,0.226405669522442,0.042946934498151,0.13516965687002,0.348301304429849,-0.01030137148093,-0.0674183284645665,0.473329223267113
"20",-0.0471929391293588,-0.151274403988391,0.126524934496459,0.101498250260066,-0.0188363023987604,0.193815802767979,0.304949437297158,0.221621723663331,0.00621682400616619,0.0454813560445311,0.30738136564738,0.00903970040206078,0.148223512473617,0.449504570985054
"21",0.0227670777392832,-0.00925817602473571,0.0300238795313957,0.0301774209914894,0.162846684465171,0.1880373160834,0.279012999954528,0.1952677745467,0.0198272897505304,0.123131534184278,0.404226734324204,0.0177186532395371,0.113892272078471,0.417308087945654
"22",0.0208585929838563,-0.0262985585565996,0.0284648218552365,0.00902017794364745,0.170185159622201,0.0985052549567671,0.15840679310855,0.240625090885199,0.154644691501646,0.0336409224309598,0.341556291742921,0.177000272880586,0.0602807493213917,0.459465230748615
"23",0.0581262275595158,-0.0411557937592668,0.0878887319788559,0.0614914277527694,0.184111720669888,0.177232681664392,0.267200986574152,0.0628692103010772,-0.052190116431082,0.0516189721356071,0.268566209515953,0.0645105816490224,0.191112160506138,0.478560087580731
"24",-0.0591271430801698,0.00720813101921555,-0.0115305462939081,0.153353014817574,0.242313307434965,0.166394484976717,0.28284076042993,0.157308884894851,-0.0567058858200089,0.187480201948941,0.290917845369455,-0.0470115941289832,0.138465301523533,0.418237555440961
"25",0.0204143507242553,-0.0472968080762004,0.0373005806896068,0.0375474518176649,0.162302840024311,-0.0161956762836075,0.183183424418058,0.186104283060778,0.128595639770404,0.0618717373457897,0.302888852181036,0.087074647321277,-0.04471963266151,0.426475302854734
"26",-0.0304081635325129,-0.0884517589179832,0.0414829773121655,0.17794563019389,0.19628642919933,0.0497443641566089,0.0699010023489043,0.0981252489774928,0.10863270640456,0.106434226351074,0.365027739005235,0.167847239754562,0.0628198073071655,0.452180527876224
"27",-0.0215803151165762,-0.0526478397954937,0.19859880644419,0.0130292099750114,0.131573504037391,0.149728580681022,0.0687619600209654,0.158418964232861,-0.0295360983554191,0.0849032001468322,0.23526398364396,-0.145569723666583,0.00733356200068722,0.462345290371201
"28",0.0635086333784091,-0.0236528332779317,-0.0834869498188407,0.211872582735513,-0.0499756829418652,0.239802288783706,0.279996127254584,0.191514094761986,-0.00912824876225281,0.108421326552131,0.294868310930824,0.118429530262515,0.0967277607205954,0.497640113537905
"29",0.0915090513068212,0.0445978617960425,0.203082770680721,-0.0226786389418505,0.185396839212839,0.254993761822235,0.250425804077212,0.227654208387515,0.0513623330476322,0.166861745078492,0.436393215686449,-0.0235233100531554,0.0520319093311261,0.458706036765514
"30",-0.0446016268795156,-0.190209075086273,-0.0420958323892512,0.12229357961682,-0.0246227294877265,0.281707243796215,0.229414962732551,0.101944707255269,0.069798632504244,0.103422918368433,0.262097414194175,0.108713171606129,-0.0619459311322318,0.448485608968798
"31",0.021690148960471,-0.0534860483402756,0.0387183402910939,-0.0832341745862494,0.139622402401773,0.222719406295815,0.1417503044962,0.118985079728381,-0.0237521473418361,0.00910079908870496,0.236056114903944,0.0731675975516493,-0.0244984411108431,0.411649406835563
"32",0.146313750489058,-0.114358537717459,-0.0960828091822685,0.0787290670360401,0.0584508469011875,0.177449219287177,0.190037658084361,0.19426545245867,0.208833214572223,0.172992919305323,0.344195149723041,0.0979090990953277,0.104037697603183,0.47830642811328
"33",0.106327823465589,0.0309549753729539,0.195956144173651,0.111223072754646,0.166016823982158,0.134730349546233,0.0245624519483272,0.267059900992333,0.0681185170774256,0.130746868113875,0.173162874045607,0.100725028050225,-0.060147998367139,0.39646745412534
"34",-0.00188554684559375,-0.0778659325183143,0.166908747633824,0.0871410708277986,0.149306216320386,0.0604509288686826,0.176122302030136,0.282841708383071,0.0644167477909559,0.149415473638881,0.311968658634828,0.0142005923674626,-0.0358028801983395,0.411989172513279
"35",-0.0239638853804486,-0.0965598285125612,-0.0326534368178235,0.0232481853295355,0.184847391129554,0.0786988088395883,0.165214632652102,0.251255296267467,0.128163368526245,-0.0540140103906613,0.191161665716567,-0.0108653414875455,0.0843761550976259,0.44105779780925
"36",-0.126488606318954,-0.0625556673890532,0.00709858931053774,0.0105304183300497,-0.0681698376318838,0.266382457715983,0.150472884500503,0.219034423283228,0.0798916845893511,0.0144066802353677,0.28536124757254,-0.0337287125994922,0.0203290673697106,0.403748772025439
"37",-0.0762585163317522,0.113130523342877,0.168325662180558,-0.0184404556575398,0.081259325620497,0.194900949290433,0.228656136553104,0.163469014143405,0.0829929313919147,0.017820030556929,0.354199007932812,0.00969982548796638,0.16237354352935,0.448987225403565
"38",0.0185907667458321,-0.044614672427201,0.00494786950801217,0.108497631635977,0.0514874277683613,0.29491150449003,0.266782091740899,0.296057840056554,-0.0625111022316664,0.0390863064338871,0.262521557026856,0.0353920742922023,0.180712162249094,0.466945023692267
