"","G_men","O_uni","G_sac","G_rubp","G_rubw","P_obl","N_dut","G_cal","G_cra","G_glu","G_tru","G_bul","G_fal","temp_K"
"1",0.505469781182848,0.4687453784998,0.403781799919296,0.234300153429633,0.300183210948507,0.0820660027822919,0.228677978834967,0.23312169852841,0.02442308706885,0.299983644784981,0.201880327883744,0.267891652097393,-0.0617234570892196,0.104675518275809
"2",0.0176172904512651,-0.054177887405225,-0.0328885747793355,-0.0378586904162286,-0.000447561111100863,-0.0999115413096626,0.0163151733868085,-0.0511122115717443,0.104187115764629,-0.0198373179440171,0.0342260857796896,-0.059356241949877,-0.00224964071821769,0.147414014096061
"3",0.0675206259594577,0.16395232893746,0.0310799671379867,-0.165319974594818,-0.0938932787025395,-0.0591045277833257,0.0737010205351901,0.0675965978397478,-0.0168057861983615,0.0384428902843357,0.210620325216008,0.00920189793656973,0.0389994306986204,0.203264579517913
"4",0.0947981418825726,-0.0375140914690251,-0.018489883202892,0.0198676891000054,0.102258221551783,0.177906404419707,0.00696286825750711,-0.00753766685962401,0.189259170413283,0.0438815599614403,0.130605053162709,0.00799137983557349,-0.11638243891482,0.145997198864707
"5",0.0565293762453428,-0.0284044875568136,-0.171269909204262,-0.00806567009702863,0.0707775253813095,0.0194043965295124,-0.0348527188481895,0.139030501805058,-0.0192925680678476,0.0603435493808063,0.236161097819011,0.0815381036346239,-0.0564147041167953,0.198743062774625
"6",0.0778775663504256,-0.0432101859399337,0.146710508176337,0.0647063791763986,0.0540761214786304,0.0686072453224937,0.0842340893148804,0.108229675002654,0.17859440288218,0.146980660656887,0.190023726740579,0.254653960449529,-0.0126310533321697,0.19205137594249
"7",0.115523590844917,0.0546117261136405,-0.0419563125204856,0.0188051759235088,-0.0502439204814702,0.25549831189247,0.0655077314250172,0.204366105983016,-0.0602268246598393,0.013952714422552,0.103063629204373,0.0176629511659113,0.0169035808302192,0.168076018840464
"8",0.150418238336032,0.0652229852547996,0.0898883708061161,-0.0464431299695668,0.0227578361173298,-0.0140666001069599,0.141918752299856,-0.0152523702748229,-0.0531175046296042,-0.0674783680021565,0.171461163656755,0.00713404992956749,-0.0461741744523788,0.127996562148574
"9",0.0446277838525328,0.109063459743852,0.0849114886074602,0.126481600219608,-0.0396495298682054,0.139774315523356,-0.0780414355238173,0.189888595359066,0.0740661223841207,0.0115217654705574,0.0760823330215093,0.00821281819359298,-0.0625319653162342,0.148305211587736
"10",0.190195828693958,0.0383029776097287,0.117742607264467,0.0359531911038604,0.0977855146894853,-0.056547182040355,0.123286623102893,-0.004359348074505,0.0278341822829842,-0.0599212950868071,-0.0137403624260908,0.100020424119039,0.15322710112069,0.148607121041953
"11",0.189272751970642,0.249946824884055,0.174960528696965,-0.0640134640013669,0.0498360495112547,0.00489177365810353,-0.100775097492763,0.212171990143407,0.159632664932657,0.0957546000531923,0.250827754784042,-0.0471073881048805,-0.0458896440039638,0.145048082152307
"12",0.0495300407688275,0.0149790389268844,-0.0478057421107341,0.123463519605617,-0.129217248527739,0.16359536011594,0.0170457685014941,0.0142771484729959,0.0884637948331423,-0.1115241395874,0.113118651569696,0.0280843529356963,-0.0877917502067213,0.109825646473243
"13",0.29426115476638,-0.0320855664268938,0.142864529488612,0.0620393192334516,-0.0422891953320814,0.0403232812599743,0.156171935589557,0.118076354081865,0.134881919803379,-0.0214874143512894,0.0859299363675572,-0.0357049049280075,0.0573872188133761,0.185049211251506
"14",-0.0726781564010717,0.0647092938236947,0.0725208044669952,-0.000351682207512971,-0.00576528476296528,0.155261278257182,0.149417998123419,0.0498055379908826,0.13328140298975,-0.0545360901666902,0.0659938439573078,-0.0560122891041171,-0.0415574822015738,0.115482189977358
"15",-0.0887558297077773,0.027780980786852,0.0219245782898567,0.0137369651588767,0.0776441427140201,0.0520284554578942,0.130997633436792,-0.0714069540807243,0.149543813995683,0.0916001842445456,0.24433178990636,0.0367908922777996,0.0705647360945656,0.146302223700012
"16",-0.0795332530719401,0.127168918849969,0.0902437753098674,-0.00109730810781636,-0.0594781511891316,-0.018108164012175,0.15017687172717,0.164490170423091,0.13983355994429,0.172818474084763,-0.0199667563488961,-0.0963770332399955,0.0549208685152612,0.165496894361912
