"","G_men","G_sip","O_uni","G_rubp","G_rubw","P_obl","N_dut","G_cal","G_cra","G_glu","G_tru","G_bul","G_fal","temp_K"
"1",-0.0088534000335985,0.2319556955366,0.604602320241136,0.604739537829338,0.61086182446537,0.133220301888215,0.26600668914306,0.372913868058059,0.158766626045301,0.484020040648133,0.479218492238341,0.269464500846043,-0.0429314633303001,0.491166219192166
"2",0.211359787736173,0.0359655585400421,0.111141073031193,0.236426562583608,0.0988124992916293,0.191547530067079,0.139483116798272,0.138886257297059,0.0558600448155725,-0.162933943691014,0.304885349029101,-0.0291315941823953,0.0536744501844258,0.422576313611982
"3",0.0418230479389148,-0.03102193204849,0.045566924115579,0.126189821789997,-0.0103258120621058,0.179631966207631,-0.0163948099121972,0.132377736075309,0.0317245841090262,0.00946000776286522,0.295159659389689,0.0373418646262784,0.0435043765302219,0.397067554264164
"4",-0.0411932269072844,-0.0415375706133346,0.0765861844938258,0.207786139479902,0.0463783948484059,0.213720118810194,0.284819705674207,0.217866295960331,0.0964441231188335,-0.0568364200696045,0.274955577606936,0.0390724742217057,0.0165584236525107,0.433799033383678
"5",-0.147716763243691,-0.00512164761675735,0.106759884928303,0.0704605466130672,0.146473252262484,0.103409773488069,0.0924609698814045,0.294246340301608,0.144252166262784,0.175256728935213,0.29159679109341,0.0481807603679649,0.177227339707703,0.44051610175029
"6",0.127788673163576,-0.0560925277465472,-0.0389073766153838,-0.0888243827952741,-0.0549833900267746,0.118831462238116,0.286006158907375,0.257375225731316,0.0854366393076435,0.0660424003765967,0.199591116136833,-0.0483321392719714,-0.0345952216660284,0.40669620339644
"7",-0.00413809375735278,0.0880733147444696,0.279106237658802,0.0562646323771471,0.193604616689739,0.289303437944203,0.13522951569939,0.164892457861017,0.063308680164962,0.135208799748929,0.285084588396088,-0.0145946770943928,0.0636246907961503,0.380306103957009
"8",-0.0521170911740478,-0.0888826774902864,0.0979980126597551,0.0747924414654697,0.0258349895767409,0.246198689011577,0.216889679798937,-0.0776867251184257,0.118552186469247,-0.087669347408166,0.218526824643895,-0.0226119439022918,-0.16012313562797,0.437130934156877
"9",0.158491724895065,-0.024843552169467,0.0921669955414044,0.297466280845538,0.00702832659945298,0.220922241993627,-0.0110727241855057,0.232818107644611,0.16753832089608,0.0814426963228555,0.248045431137783,-0.045976233682649,0.0234794678820394,0.416577929444613
"10",0.047906987491007,0.0543810438443033,0.186655857075604,0.195303039932257,-0.0647139615374065,0.0341449415104176,0.185561388435688,0.363013914495334,0.237022901500297,-0.123062605702358,0.328225987295801,-0.12423830189429,0.0462539339354299,0.398024955930153
"11",0.0342006644479804,-0.0965686848384014,0.0589477459784954,0.216501318267961,-0.015599783178665,0.153177183168391,0.101497298687679,0.125383632172168,0.150263251317702,-0.000290425154818831,0.191271808861536,0.0886780482019844,0.017711082138507,0.469858371392005
"12",0.0220568238260643,-0.00947053319542143,0.0309155610116346,0.104899812620943,-0.113861541153704,0.0567160895586689,0.275253448627953,0.124778135295968,0.0708984611865789,-0.0691816240732488,0.238555854074719,0.168583207404246,-0.047079562135489,0.42067252037676
"13",0.0351351781953577,0.0670668433449262,0.0443617416581671,0.309604025165586,0.216111580795356,0.309955891481427,0.211433963552337,0.309234603595879,0.151108408974322,-0.0759369874698231,0.253074806193472,0.00274447723101473,0.168371638258838,0.431887768472823
"14",0.0277208804409828,0.0891308515189526,0.00363299966557482,0.151264672053631,0.00368790617932495,0.102325510769229,0.242560365209533,0.269048341423808,0.00435442499192591,0.061755193479358,0.30210416606813,0.0572340360247614,0.090899329959944,0.455131562982543
"15",0.0660778773032471,-0.0897200151755167,0.178225023171148,0.129134860452272,-0.131869570967084,0.137596113682948,0.188327172551031,0.255618548799689,0.118061442048192,0.22709973384267,0.277826319120088,0.0674968261010817,0.131041555722231,0.438295061732237
"16",-0.0459966391402853,0.00247162069570565,0.160753798674489,0.106502408074533,-0.0854389763372555,0.1609514308061,0.167492444638003,0.163871595035723,0.0321129139186543,0.294181899393781,0.280565383366128,0.0500446499689136,0.103879342436897,0.436649301507533
"17",-0.0594891655603606,0.102408469692515,0.259866465443409,0.140389376869159,-0.103406673002175,0.21005159642596,0.123726286974187,0.252225988400826,0.226079315481753,0.117132141388229,0.338834330497929,-0.112939800403863,-0.0173317531551224,0.433708169517185
"18",-0.0125975429133002,-0.00330835778558511,0.051423131973631,0.256922359560828,0.15978752967834,0.240157632953783,0.11175284372367,0.265314859295339,0.159299040750962,-0.0376227384892121,0.334314953414423,-0.0548625785094381,0.0601148332065404,0.442949175070541
"19",0.0913675735578841,-0.0181505140622715,0.123451259993352,-0.0807941283280968,-0.131891965282962,0.131200119066926,0.129092060071282,0.186038713726976,0.177296131730871,0.0821428152875319,0.33761982986982,-0.0517060416673254,-0.021310890367232,0.441054511805717
"20",0.036780693129651,-0.0366365073641096,0.194313185122597,0.136946359541565,0.071977644718916,0.20097142926296,0.148046880010987,0.204648703925225,-0.00659558515028504,0.0307031966548415,0.214358939932824,0.0475208973521066,0.00535095830062717,0.420651883807398
