"","G_men","G_sip","O_uni","G_sac","G_rubp","G_rubw","P_obl","N_dut","G_cal","G_cra","G_glu","G_bul","G_fal","temp_K"
"1",0.00195068418145057,0.236164018289395,0.328625503914248,0.308135500287455,0.388927357977778,0.315907070081508,0.465733015428735,0.528581279493068,0.531929184222364,0.364425126365606,0.405699281716081,0.155992573685507,0.213614191301515,0.869718793062123
"2",0.0681594738870822,-0.0781097676305238,0.208925295374099,0.0466096150202188,0.169282880042583,0.139726668654529,0.319251104533594,0.426613820695132,0.417540517612038,0.165268590220156,0.241517910286629,0.134428876985878,0.154949136358355,0.830603429205844
"3",0.257769232253253,-0.124826880697979,0.0355249092357784,0.0204892363732647,0.318081891678384,-0.00254181429449554,0.215356830146276,0.468770264148068,0.472175792766405,0.375999175705667,0.335362016213515,0.160653169556953,0.306761422033243,0.83745946429281
"4",0.246721893416614,0.276860944694172,0.32052292892046,-0.0567560839303917,0.128566479084519,0.143831413324945,0.386576848204036,0.421263305045954,0.321424525913553,0.305045357325097,0.405286170515219,0.149141284020093,0.349688917091097,0.844109407009071
"5",0.106067344930139,-0.0663726374450964,0.297077379201448,-0.00889548186572767,0.363089198102602,0.0937335472310024,0.351537419193173,0.462549817018005,0.440556853413186,0.306750223110285,0.274443287899888,0.11018499199231,0.230059984346301,0.860162658194204
"6",0.172028446370726,0.0442302206489757,0.272181900426711,0.098041445142098,0.31793914596743,0.219295631698818,0.453341956360921,0.526858145640904,0.326949930880866,0.334189126262729,0.0555795511683484,0.220108732604923,0.107198629525178,0.847451662459694
"7",0.365018356821963,-0.0120847375023176,0.311808982088118,0.135820854303432,0.187893579547936,0.023158727335552,0.399659406807835,0.47212501816483,0.467475622528079,0.45532886351207,0.117452793555603,0.0825352286172154,0.139769214426634,0.838387266005112
"8",0.0663910514205137,-0.148468756903692,0.398830389060735,0.105085222464763,0.201802468708528,0.0483858740912665,0.419915093970716,0.520109365662379,0.427842151636008,0.329939393128662,0.252132923595815,0.0619480632343721,0.245197429252778,0.833159274711171
"9",0.301068646394978,-0.0661227875596649,0.255951912194346,0.177975190917685,0.196504490257024,0.111980816449524,0.45756571497845,0.422599264338237,0.480803962885845,0.307803782940789,0.245707470275078,0.0811452765611414,0.166378041595272,0.865797640357529
"10",0.134857368095889,-0.0120709007333132,0.0560011400713226,0.179781095461841,0.215983144299626,0.0334831256853623,0.510959333684866,0.482932135090743,0.356074935703305,0.358251869292149,0.0811617668820944,-0.0299209919119909,0.354711774541261,0.848786031334547
"11",0.139400726779123,0.0752422739734136,0.199467214220436,0.055062618979303,0.216959078228841,0.0587322030041159,0.366421383415331,0.401011448138401,0.356310071793326,0.376637717779539,0.112573247036712,0.112334378200495,0.169295984531171,0.843328654608241
"12",0.254120595964325,-0.103595528045636,0.330831047780003,-0.0107092380514192,0.315321223954528,0.194022301514592,0.496339045896007,0.533775555591147,0.461831850440629,0.315345703465239,0.15102972779767,0.17489364614186,0.0166927457330149,0.827611543215922
"13",0.163088483898915,0.0404855272975964,-0.0589919682760079,0.0407600335620457,0.339672015061318,0.0594806955698376,0.439136168727912,0.299463332595306,0.439571067401486,0.28857028655286,0.200768987927202,0.183250014966287,0.351036582723471,0.846613333888753
"14",0.21122128937714,-0.0332781416329176,0.346029143979805,0.0867327227121399,0.340641743497367,0.152418852897859,0.407658920510825,0.473455347867401,0.473404051626477,0.294756678577924,0.0222764515418181,0.24032576211003,0.316529141658618,0.839638788223812
"15",0.0294146551985992,-0.0934656779257658,0.373858370923621,-0.0799483362440656,0.183659856166557,-0.0309835178964461,0.359972064278841,0.455547325359353,0.409183313087813,0.0590804721843344,0.2981306131053,0.13463528562826,0.310643595391532,0.851936756905007
"16",0.009718579637814,0.164491129424114,0.275716915487732,-0.0243717829994726,0.267696131835828,0.0693389497403441,0.351026391609785,0.421671043645411,0.429008995399801,0.223510825033012,0.211688579113349,0.186830195313852,0.163786396722541,0.849593038992733
"17",0.126980752936206,0.130423833463209,0.229123620733667,0.102800114457468,0.287620804008096,0.208724604270371,0.22126702009964,0.439638603853169,0.475406848883967,0.3067536350366,0.212175661418605,0.1870835860037,0.216176691412269,0.822218347222499
"18",0.112832969459308,-0.053918594358329,0.185487767309927,-0.0396173465629508,0.302139409127944,0.020792456268556,0.464918112869693,0.42664786936835,0.358790985100413,0.219296542074933,0.196098845322899,0.124452416017264,0.101273601119478,0.848251790880961
"19",0.178830935974775,0.0552777551860865,0.36299524365257,0.112218161755604,0.214068888526427,0.144788716240849,0.409025511876281,0.31956564439077,0.369325910812746,0.337122415205576,0.213749461970067,0.114728918333316,0.0951439659706378,0.848073054660699
"20",0.110539535411091,0.0663465900625861,0.263905767510443,0.0597081290099938,0.314702449552014,0.0248988281234989,0.363153708822888,0.343516892210195,0.549424317418128,0.19288002198402,0.0796228170343146,0.163086865708861,0.143389763476961,0.83885714297244
"21",0.155043388637863,-0.117366917634013,0.397480460299121,-0.0973921498598694,0.339137654933273,0.230454892536414,0.389492135335715,0.332679749022738,0.449513028385128,0.296947355046744,0.224251275259347,0.177783863453083,0.228245455962538,0.835455262757229
"22",0.0621077110453938,0.0260978838985746,0.356810507496602,0.116454197014702,0.206818921627809,0.133175711306006,0.393967569970108,0.459752353623144,0.471111549363894,0.224303138475072,-0.0115479122297379,0.266750427446474,0.197731779483108,0.841967669810804
"23",0.254771405375252,-0.00491613069847047,0.286364724297845,0.222076588172978,0.212591293193309,0.274372977518443,0.414086566222685,0.365503541722165,0.458885447507262,0.339530730356148,0.251595958832053,0.0191839833176289,0.187306860757825,0.838654451869307
"24",0.134185242916374,0.0768181127115223,0.273657114974177,0.169107357961556,0.240315454270005,0.0410171698418572,0.382455785804046,0.401344548202404,0.501037708863242,0.226964457426651,0.237866887953099,0.133508822502745,0.431220607554029,0.821853693799721
"25",0.0763342867371226,-0.0552149753963252,0.267548067697018,0.104517507549214,0.162878962365539,-0.119548051597596,0.393687846442604,0.453476171324064,0.53430014661946,0.321546254442176,0.250135590157673,0.0426988791576825,0.226701391063354,0.859953012784276
"26",0.298934023044394,0.0979345660967005,0.322646249328737,0.0671799791542694,0.411744796181911,0.198914331555472,0.379790797491648,0.515299069675764,0.37647038201138,0.226079547254044,0.235080130064106,0.0289107489542243,0.23998700527489,0.828545792880991
"27",0.0752808425452094,-0.0532230210177245,0.213034459067372,0.0560933231416218,0.23626423017252,0.00632949882814569,0.326786756381992,0.41187704369302,0.386125446542801,0.401947318346619,0.275837783668248,0.0984999504271432,0.0587769876299746,0.850889397225343
"28",0.211348693487145,0.1473272190977,0.313477221350323,0.0958511845571627,0.254050620051446,0.0760054189908842,0.411172546433107,0.477717135521281,0.394098543524671,0.301082473154619,0.202463604743882,0.264990165734903,0.14792152057457,0.837933448544314
"29",0.235686970725167,-0.0224521195812249,0.190771641983886,0.154650080897793,0.282129768338559,0.0530924217666666,0.30400256187467,0.469456535997152,0.483792069835955,0.27656469994446,0.334875952245239,0.241698141644418,0.23334995085242,0.854500263018148
"30",0.200412892688179,-0.123904887475709,0.261248592951224,0.21761851486093,0.15467192511901,0.229136147913904,0.356919236862444,0.442402342569246,0.438874296285465,0.354753325020685,0.116884726854591,0.266761698552127,0.152995283459628,0.844332602059442
"31",0.114511017857663,0.107825625787264,0.2353782725168,0.249925459885766,0.314161246803813,0.175276880926384,0.329178881834678,0.214338489993649,0.487828621314205,0.239658793444402,0.249648446420433,0.0509504247242862,0.2217413063711,0.828218819920296
"32",0.1404001199087,-0.0403109037955022,0.242250859261271,-0.0597163931545447,0.263247040307556,0.0178832393116674,0.452360843510115,0.524001592878055,0.546057229583356,0.305369292426762,0.192107433904214,0.00365704191642369,0.316108563392136,0.870082459129388
"33",0.0493728667518213,-0.00175577924911358,0.241695561550575,0.150921479745155,0.32209231614493,0.0554927208618225,0.392918071624923,0.441302589790564,0.458567296677334,0.361373101280825,0.277865647283309,0.182135898196627,0.237178249259378,0.851603916730964
"34",0.165949094809594,0.0764086527773446,0.344025316202951,0.0959509008746211,0.204479487140527,0.0546852813223777,0.388276809878669,0.489994220779827,0.432771739913109,0.351057667271044,0.190394324289009,0.193090275270471,0.200012404521502,0.857516688755759
"35",0.175623217123601,0.0277307096651451,0.183606439042689,-0.114363435746336,0.436396912449862,0.0605403377017013,0.497545261309268,0.360004560345518,0.428602079253638,0.338303654323149,0.202635087018859,0.0218726288203985,0.169958627641542,0.846532333238938
"36",0.128827003196345,-0.0427673057733121,0.348606620167269,0.0154545160911963,0.28657908101477,0.0931555188624766,0.450505203199215,0.43777520688207,0.477553741000335,0.329252724249284,0.177155899723071,0.0741568909667503,0.180603580471422,0.827514394340286
"37",0.149829207769409,0.0748359113351914,0.340820234797838,0.044728759795518,0.243173480509694,0.0874877109007793,0.495280374654952,0.376380360425625,0.433401868494269,0.334832186995667,0.193813235525655,0.152002458755007,0.279338596020725,0.833460836696492
"38",0.149347106196217,-0.0288689377551264,0.0306447084635935,0.139818687373098,0.298374271237701,0.0100222827150649,0.369562592076408,0.393822960476027,0.45377700750736,0.297417309506003,0.192316788579702,0.142231770814219,0.215085500869072,0.862449780237846
"39",0.146672885658207,0.0688996197712764,0.198660096245222,0.127234991119568,0.384848852547432,-0.0259844893074445,0.411576961780151,0.474351334209752,0.50825007559369,0.28455720043472,0.253643077343508,0.122327432436691,0.122734504258269,0.836970419944819
"40",0.132242216154125,0.262284225655905,0.109266549531025,0.0515870901434871,0.0618185915306969,0.051108690690658,0.28814402545846,0.370626404497403,0.515865369837308,0.217497949096728,0.393234445534917,0.253759817811131,0.277535343231349,0.833173776157057
"41",0.320237308953572,-0.0200176585117826,0.280451512146086,0.000879704945455553,0.346129292226716,0.212073383049699,0.42997575569068,0.479367436194293,0.470805134915082,0.406202259463208,0.322020244030379,0.179953033326536,0.425204538574656,0.846917342504552
"42",0.212403827785347,-0.0410762380641543,0.233249700005661,0.0588071894742336,0.210186902513059,0.00538431007235366,0.356081096835799,0.430555511654386,0.468926941634712,0.395985469473931,0.24585015381802,0.143997440615801,0.20468284520813,0.85405085350648
"43",0.191722399331683,0.0488831327313872,0.275428188736556,-0.00385367184501591,0.0864841085551925,0.162632244888024,0.335990436931553,0.162044818145424,0.546060176761306,0.322911260716901,0.151189221449354,0.0979847968135475,0.177690408857739,0.834422204684513
"44",0.140171145398016,-0.153573320635431,0.254021708868912,0.0613293260931526,0.399835891231831,0.114534082845874,0.390327277437837,0.458755335132759,0.456977588292119,0.399383968255223,0.151917743058667,0.154005281302044,0.269752550168725,0.858717224358267
"45",0.175446999817785,0.0733488609440941,0.300521072557043,0.276431392399464,0.233565677055038,0.15837429806404,0.470488929378124,0.474328067562215,0.512834143844726,0.232862211627218,0.236274648365062,0.0725416380611312,0.463048010694224,0.86511426765109
"46",0.184665907728293,0.0447142025030164,0.231317158897201,0.0335874917256931,0.249290170098054,-0.0331077219209307,0.352946760496998,0.480347681714435,0.444128078154438,0.233290306990764,0.236853093789575,0.20884352915405,0.222788210754269,0.862032746574267
"47",0.0329634187364019,-0.0194568919018606,0.425783970200336,0.0609461516938976,0.265467369664481,0.162657817196995,0.274763973586596,0.342606863247494,0.545564051836527,0.266597554750748,0.238329962610276,0.0390581817876057,0.248147727207335,0.845184637953413
"48",0.0967041559525397,0.0320984784156072,0.212594574128316,0.153836683957779,0.327171638512011,0.123495260953728,0.404278889702951,0.300434142181642,0.42911101760321,0.338102088142048,0.208235557696001,0.0310228134837224,0.222550804285662,0.84545885991949
"49",-0.0290470563120415,0.127627513679484,0.368069764248555,0.166231861655677,0.300141621445204,-0.00941835820886594,0.292225850205578,0.36101548054188,0.434434997022034,0.229859965733377,0.230906703294012,0.19003604898687,0.393978354204504,0.848311315766204
"50",0.21547540422347,0.0797355303270531,0.394440784505929,0.109792931141,0.192392263243187,0.0562534381422904,0.439958739242007,0.428242846586902,0.407771288676034,0.274721950452531,0.172926551426291,0.0497724111631758,0.0918915357889442,0.847737958939293
"51",0.155732243711924,0.1805379991219,0.325928007344277,0.0588885619066785,0.187314863541394,0.0777146287224706,0.410510951115374,0.362751364962054,0.518569321731378,0.329465982765584,0.25102185688029,0.123365915208939,0.230513241297527,0.843346668286615
"52",0.164850249901881,0.0899855218265564,0.30408817728305,0.030336743411728,0.392110991009866,0.244241309676342,0.356963125263338,0.471901286524967,0.529023193972828,0.340406410810963,0.341316781976945,0.208423840748988,0.283976777696322,0.84539662393097
"53",0.131750329259294,-0.0265348635105011,0.263927170672953,0.0761772386659111,0.237607319623289,0.24649600414881,0.456595850559496,0.473623233792787,0.49488037446336,0.287988193784791,0.247327424855336,0.105913222907794,0.316478416099552,0.846885161520627
"54",0.289812170658598,-0.10846213361605,0.32636228896872,0.181010597083988,0.364150041156386,-0.0659007722188951,0.300617839860505,0.410789160355234,0.488790603160918,0.259568436522044,0.321581009440992,0.152469485621371,0.148759391793225,0.852766710309056
"55",0.266652002248022,-0.15738687993976,0.299160675835029,0.0345103941616653,0.272912711585733,0.0352284558345618,0.284314736649475,0.368793972631341,0.491517585624332,0.233912119182516,0.0574505401277492,0.184086658895164,0.159508795011044,0.861607099527329
"56",0.214073647772082,-0.050018871237286,0.288735250047528,0.220381303693543,0.30206550629123,0.25412157405296,0.417538880758453,0.385197655717374,0.518782841790709,0.198534328458991,0.170529642970352,0.149680181030246,0.140380183631323,0.842491832728333
"57",0.1504991027758,-0.00742077641019108,0.119918115187947,0.0975352304114614,0.366788022293328,0.0740749909201526,0.465167587234496,0.456822680013142,0.50985091487076,0.365988277881197,0.305136724844792,0.022904848696989,0.130193409946914,0.825370004455087
"58",0.0232895047947799,0.0324589003425602,0.235770052450624,0.0739873884584455,0.270192945202049,0.0120620069619631,0.392056610898201,0.402638618521012,0.480451295557153,0.285818164394503,0.188830803126623,0.0367668596744211,0.219752143174459,0.845010795667919
"59",0.115561293020218,-0.0171496367210179,0.245647412759401,0.0926335497824979,0.245915753742362,-0.0124784621267583,0.265614938133208,0.377000228329025,0.389771040310645,0.347787555452473,0.344134742005929,-0.0117026453591009,0.228764168809903,0.848973036579155
"60",0.0128407012523524,-0.0251926538060149,0.195237797213792,-0.0253468056838244,0.242504373228892,0.0299023099058057,0.399554136207042,0.468799344714024,0.479704005712338,0.15678457264048,0.312778321000344,0.134521645416809,0.238308301600884,0.844242771458728
"61",0.157873873608997,0.0515102290465299,0.329042211922953,0.122908300197727,0.0643860710369191,0.0700245132598257,0.145814959092972,0.476658061832372,0.508364114376539,0.285437733114471,0.155553889849467,0.110638405100859,0.247948202586675,0.842130744214575
"62",0.227980311493634,-0.0163233623094658,0.191393125812321,0.0840180909966636,0.340942714421776,0.123489205899608,0.461329027793352,0.441246446339165,0.453646789600034,0.219214723803706,0.0944925842382822,0.267948730302364,0.197849421432691,0.856045160690851
"63",0.263028467133205,-0.0411506898924383,0.29481147503559,0.102763648266015,0.31480573350704,-0.00711015608459447,0.443492072755983,0.469004216829817,0.379096023562334,0.258694621289118,0.118179549198459,0.221529950638797,0.256949988857725,0.82991234868518
"64",0.213883987552268,-0.0943323868351635,0.24603356393641,0.161603762322776,0.19356519451598,0.255304443637284,0.398511178576104,0.43505429184622,0.506467817996567,0.0136687846387935,0.243039253379712,0.151850350319352,0.207772580551559,0.832265332611362
"65",0.139651057349557,0.10986663519112,0.336133051020885,-0.0540411230429174,0.200353598177763,0.0765405954117523,0.441098927593261,0.374682834476163,0.323989833638642,0.127665667375505,0.0304894333431727,-0.0277598742889606,0.263891793790082,0.846555413974807
"66",0.133475714282281,-0.018192073089914,0.241727537072512,0.120890120378618,0.253053937796371,0.302297208287328,0.360483696544026,0.525205935926937,0.456068109859758,0.208007303777412,0.334034309382167,0.12351092991275,0.225575749220616,0.829225429628319
"67",0.137310016065612,0.0560396154657731,0.184158755935786,0.179664127329377,0.228870818232471,0.12307286722741,0.3991700559635,0.387639145763759,0.437162319169373,0.333301910351756,0.199359565442148,0.21628420875907,0.138359943856775,0.838405582072945
"68",0.0207052949013298,-0.0636311340042785,0.301250769625278,0.0132094303221286,0.299089475677415,0.251047614402883,0.372692900621621,0.444521289169279,0.493657360163204,0.375267170051693,0.241507139248063,0.0830061543076447,0.0348192083276797,0.834892749572458
"69",-0.0458229019851364,-0.00179424076094571,0.296793560246487,0.0496859120954499,0.325858484637383,0.036088392598958,0.343139810655257,0.36302278717165,0.477281679041437,0.417747112466931,0.134105064301424,0.146574745518802,0.183690702674506,0.83552204726309
"70",-0.0345723904944477,0.00246732743153241,0.210265160691183,0.0697174103338879,0.310453690212613,0.148784240168142,0.381908039737658,0.371669100485773,0.512808474872775,0.186334061343049,0.21495859282558,0.158149739405736,0.184345149118761,0.852970722967329
"71",0.163483876143516,-0.103710712079908,0.161570363403035,0.000454676447807919,0.165817005478105,0.0644609964632063,0.343018938375278,0.474628923585386,0.436158065191369,0.303523739841313,-0.042694582772191,0.156552470913101,0.122991165496216,0.844899753847794
"72",0.18259371695987,0.0216002048713205,-0.082014994313156,0.0414731094937898,0.245985180131434,0.219636486694386,0.397510993403088,0.398823708611707,0.424953418301458,0.338061701238528,0.339276353984939,0.0556930382142416,0.0772755039574771,0.846189571109216
