"","G_men","G_sip","O_uni","G_sac","G_rubp","G_rubw","P_obl","N_dut","G_cal","G_cra","G_glu","G_tru","G_bul","temp_K"
"1",0.367280210345301,0.178256509072665,0.339646988722731,0.41929662004977,0.463839152711455,0.389189592816979,0.356011070217097,0.535735228109842,0.437759808053485,0.278628832603851,0.514398625387878,0.564930143277,0.0766124057544309,0.739758487991988
"2",-0.026741053690867,-0.0297384181862533,0.189381807843843,-0.075484457138271,0.157538957643219,0.0723305850042339,0.272041859731521,0.0519049840497747,0.118640134733462,0.209900834792176,0.314427542316322,0.664572973012553,0.11455354996311,0.71783863428131
"3",0.0849458825368708,-0.0293473858083377,0.0535882607109383,-0.0502209123763437,0.100871195911264,-0.0590127545416698,0.283310838131431,0.214404840182967,0.384265748205313,-0.0397961147293248,0.53323929227132,0.592875464634923,0.060013560021471,0.729689413845714
"4",-0.175948892479956,0.277059311580756,0.0473309033981014,0.121820031841975,-0.0365610471349685,-0.0882298594045005,0.248661052019354,0.287454456804862,0.263529134156759,0.091528731398646,0.313831149316921,0.653383270170682,0.15032191254679,0.6896765900669
"5",0.0739342661588267,0.0317087918370169,0.210894269091231,-0.14023083077214,0.336342209135834,-0.0672914813500117,0.22715344541405,0.302283367554374,0.387484019636569,0.0664464710025762,0.164895603654985,0.640852579915882,0.186291447892511,0.791997962796999
"6",-0.0582876596109601,-0.121155790225032,0.241437700834534,0.110338148111439,0.0225600422774871,0.243895618532104,0.237611746237151,0.434807780970483,0.455069810132907,-0.120812514585729,0.17600737199957,0.406918694019912,0.0654100568795764,0.718666713934573
"7",-0.0450447864693727,-0.0651284394688122,0.40051811504094,0.271953728250147,0.0730107279433178,0.198978473185508,0.194033188228778,0.265252704932897,0.361504521811414,0.181778612545924,0.291529646438802,0.711940382064998,0.165480263474501,0.711288338670074
"8",0.13795256165882,0.062791574663681,0.135168282461966,-0.0100086559076021,0.161295518308973,0.103394024419394,0.284769247303063,0.103556846444975,0.208280495492038,0.208258464795153,0.147495090389503,0.489222460059639,0.251407709243496,0.70687814439921
"9",-0.0104681387167444,0.317390977884068,0.285826409605663,0.0817160135632279,0.44257730812205,0.14587436812449,0.162451377353817,0.422026577975437,0.416827386544528,0.0493659711777787,0.321273248392544,0.54822587441793,0.52165607134302,0.730038440202486
"10",-0.0526094579784912,0.0967310397630209,0.0337688749808556,0.0493037879687859,-0.00250660543352595,0.01877088509003,0.452704641565518,0.26012433783712,0.554503052535821,0.0932375613491976,0.108915991313567,0.654711416021089,0.162878963169904,0.716996031404743
"11",-0.0589331515548304,-0.0855722185267281,0.141525753170861,-0.00146369489522037,0.220107039500723,0.0943139543526192,0.150460529636256,0.0997580356186515,0.412512361698401,0.0573257530989832,0.239830894161681,0.620749373559351,0.376687185892498,0.765611313909887
"12",0.0864852846618785,-0.225765042257658,0.208706076466902,-0.0249051892242169,0.0803341829754321,0.347442245570038,0.526291008330276,0.256204860682917,0.576220329490021,0.232543625623747,0.211834746199531,0.594539391649747,0.160468552056271,0.627400116030641
"13",-0.119250595909664,0.0998715248563338,-0.0181333285048911,0.0111079771809809,0.415942280606782,0.0240628037140703,0.3789490421148,0.20137915971958,0.217052221722981,0.0334980135586819,0.108259635686825,0.610897321155685,0.123732675085122,0.761408032872817
"14",-0.034463434885845,-0.0766997363301718,0.111359290720878,0.0848990474398983,0.117385397555262,0.0744096977330221,0.093852284485858,0.289713659749751,0.607066926816371,-0.0291643176038297,0.482287491668602,0.596107599750559,-0.0223161402468249,0.666810145388924
"15",0.0254889767126536,-0.0316305455757467,0.213731127629774,0.100098228706767,0.148109659731793,0.20217664649008,0.271627695900061,0.308937070985041,0.51212127035162,-0.0422381940765009,-0.0141050954730972,0.622052813897391,0.0145079649623251,0.731514071818961
"16",-0.15303225895975,0.084950061828179,0.147360387926816,-0.0113406185175598,-0.0198236918385128,-0.146228064380162,0.193554469099422,0.0721568479674365,0.310590135282837,0.273102586148841,0.306944586079623,0.685798372160061,0.0702911237069883,0.723498709659353
"17",0.118007557633335,0.190777000657058,0.102386673411859,-0.147877865895318,0.0504689245279106,0.186084337890936,0.000170448316861219,0.449342584749612,0.484157509667634,0.120154007974428,0.323033002167903,0.648217364633145,0.115105865314115,0.64698341611751
"18",-0.19931501794604,-0.185431547501711,-0.108401689708325,0.00629441121903101,0.301244056901983,-0.120956348999732,0.261933752438775,0.175252842343851,0.34905093757176,0.0600060156468396,0.0165673709101069,0.574976966867271,0.122772533578159,0.746665679972604
"19",-0.0476082871194162,0.013515136181676,0.237098882198206,0.216831036777775,-0.0677214129336421,0.0311639700527042,0.390508389934467,0.388201557310486,0.373296109069799,0.265500946398966,0.122530943013474,0.651829675820188,-0.0212789059663539,0.673705932915288
"20",0.195794457805663,-0.229760752713086,0.295400385899739,-0.0778533341506251,0.129792012440705,-0.00836537785597838,0.318683056231483,0.379725949129938,0.611499402476796,0.0865601026728739,0.0361741886584855,0.672798441555307,0.118863599032904,0.749733255098145
"21",-0.0687597303147617,0.126018750913007,0.361229260410307,0.0629209284729906,0.208680651761695,0.0618632173765944,0.31517895221373,0.409194482677794,0.289633078724737,0.133791080461209,0.246685013544127,0.601705580501508,0.277153944019097,0.742012179748196
"22",-0.0635692303545241,-0.109724489965566,0.381833646994038,0.0673933180123387,0.246632838181728,0.0747181723213665,0.312305895495838,-0.116685615119003,0.292624548831326,0.0384172363852505,0.255451408177461,0.660073286190815,0.200570591514839,0.732025915303075
"23",0.199030496328662,0.148164190653623,0.198232921246533,0.0933183555765527,0.284667752016664,0.331431093887805,0.269827834636299,0.200301472264082,0.318725952977345,0.133434734210818,0.33989301692428,0.641323656901135,-0.120370513759903,0.685126025999459
"24",-0.0431857806459879,-0.0621829707372106,0.157736949611361,0.280403263218876,0.17457277959966,0.0297403416992191,0.27058765866956,0.358808708904831,0.43541389170205,-0.0210092815021068,0.0532776175137566,0.755455609849627,0.166820588687713,0.736494482471483
"25",-0.130228837326816,0.327838660520436,0.273011212765793,0.0551453468408015,0.0365414113761463,-0.075425758074435,0.336160861339503,-0.00820602295063213,0.473575514507433,0.210483901305876,0.00700282223573363,0.601904193808815,0.139108279080978,0.749301984808294
"26",0.143941845916365,0.0335681461209118,0.243047067664106,0.450902472747284,0.22303537873755,0.0678907353779041,0.220890742201208,0.0513847728865101,0.496923944428534,0.218603111807234,0.271789128056904,0.673431215827358,0.0298614413474735,0.755784352777093
"27",0.113965242483207,-0.00639730215992675,0.200861492243195,0.0637124941724048,0.180948267442482,0.243416618048222,0.263601102853137,0.27604028440766,0.402536085943209,0.155427120562505,0.222306550972708,0.619927606465043,0.159879070006653,0.744577072260057
"28",0.140351088913232,0.0101199431895576,0.447760698871368,0.20290785699063,0.138580654812993,-0.00213221655784632,0.0734643049878866,0.225290287582992,0.423914863328485,0.126543786363529,0.184386083160886,0.617740703425365,0.1298437501347,0.717264705745433
"29",0.0847313897470404,-0.0132271750467252,-0.158166556073144,-0.0816581221946923,0.324242406955201,0.0594356392343257,0.0302044799048444,0.264941441503117,0.48963205753423,0.0291949110875038,0.156649075380805,0.686805757597209,0.093205527578835,0.738525056439377
"30",0.00331006638400828,-0.142067733438222,0.170337726048326,0.0330750428137424,0.0737751942512156,-0.00813429677640629,0.205370452559611,0.216198585138775,0.30801068545639,0.0996933042969769,0.198116006076321,0.716385618515833,0.278393412411391,0.72706933962194
"31",0.0531292172538919,0.133926422403112,0.156232552328367,0.0679670630117419,0.259097006727327,0.244238744203728,0.229220175836864,0.313785772097527,0.568637895001385,0.154051944217632,0.177842849194632,0.556607793376535,0.247532618426411,0.705221975802908
"32",0.135827132990767,0.0601538362350747,0.219538669173124,-0.0569403745308336,0.200378578510268,0.0646325724988764,0.284195398635292,0.203370400594379,0.485251327315598,0.117566577221586,0.218072076875044,0.596246719242799,0.0826005964944108,0.742828177050747
"33",0.166019089455516,-0.0279302183156831,0.254869164494022,0.0555287089890778,0.0983096336344317,0.104877823036213,0.183983666316092,0.303746108899442,0.332699740454838,0.301257028056762,0.119162880441043,0.567914083728464,0.12772738402929,0.714513863703423
"34",-0.00527196974227199,-0.139814629418384,0.317641775331311,0.0313419653756357,0.14042734177477,0.10675967042507,0.200443124943917,0.180145258189964,0.540627411399324,0.234191784281387,0.254832703108993,0.569672277274827,0.0135434318829518,0.703885902477089
"35",0.199439149344279,0.0832028713752874,0.141194168477671,-0.0256948082997102,0.201793384322492,0.104692412902809,0.362716464903467,0.36805887210797,0.583510308687983,0.227577455332143,0.18192584402977,0.739332273662848,-0.126509238664867,0.714343654204913
"36",-0.0919676884751943,0.222118728667907,0.263812709301547,0.112864037873681,0.276495569442787,0.142976252517287,0.184478031870969,0.124029068049228,0.450810437324088,0.139411622132569,0.174628035824345,0.579459117598783,0.0615383582130572,0.680498012646185
"37",0.0241943446517698,0.0811740890330242,0.285410870711959,-0.0813308145907881,0.212612399895666,-0.0283131335748813,0.0862465671122702,0.402424459211125,0.625290147147949,-0.0063925986570542,0.152401084373903,0.651577411002844,0.222271225322153,0.67415405875819
"38",-0.0324051041008792,0.0145066800673642,0.118475787174602,-0.0237189608899357,0.134969202861908,-0.197814648210443,0.270224176838975,0.127891794809067,0.457933716932939,0.162400235859615,0.361908210458458,0.594954419236644,0.0961436015560797,0.718604183742347
"39",0.0847642315769266,0.0780365189568074,-0.0670312033189565,0.0837838276865287,0.219116708524446,0.130995467567781,0.280936292157037,0.251714097835523,0.504546672819036,0.307799071847789,0.310334260096236,0.463630925029604,0.270243969841531,0.696363222580702
"40",0.0642590215955174,-0.0537174176549163,0.165029374927783,-0.0548275410116053,0.137349146820625,0.0195969037849661,0.266290787339489,0.192497396872177,0.346130648522524,-0.0878331935931355,0.341779651646626,0.688737433301513,0.087501892657745,0.778691334378226
"41",0.206370190316924,-0.133184597295665,0.439254764443858,0.0947354252898727,0.000832588972114692,-0.0709684834655558,0.392702130067452,0.251219143362022,0.544935520440941,0.0219604888858442,0.339458014931695,0.611096310689271,0.12672826952986,0.756309412432
"42",0.00859189376485421,0.227706318126444,0.176339212682306,-0.0971560328733486,0.125906565557895,-0.0352119910522517,0.162041426349024,0.131799490222649,0.262319364684941,0.245112120289131,0.248062370462703,0.601247697163853,0.181140021135332,0.740852008270029
"43",-0.0959231498575738,0.165021711537607,0.372452783003803,0.16016561977749,0.0547868563714816,0.0842489899498822,0.180568687521144,0.263030153328184,0.406669133409099,0.0557854517671172,0.0966503166070716,0.660891192762565,0.254993236798746,0.775368230320247
"44",0.107777597740372,-0.0386242066105994,0.147091187744668,-0.0523678002365616,0.0960076670879647,-0.187604921111869,0.409455365025845,0.218611176822566,0.270981713091336,0.198183026667971,0.113388511354649,0.652796659887758,0.128774147136052,0.698392637683852
"45",-0.0710135255383765,0.0156347833466477,0.00362428308049981,0.0474619990478471,0.164710365063575,0.0355334293712034,0.397378114216024,-0.00249291179221427,0.519977461696733,0.21603410993083,0.181045030141237,0.623408451104556,-0.0497093271824552,0.762748065851997
"46",-0.0556356420450591,0.102108807106776,0.180458398094588,0.0270088420147458,0.0487445862421004,0.0139194560424738,0.212483399520556,0.255276347149794,0.531170544624491,0.181143554573414,0.327041877852439,0.701856222729786,0.200977669852629,0.680208917407578
"47",0.0931840449733303,-0.0218735908108173,0.232966218686922,0.0405795862879103,0.263937020901631,-0.0516956684683353,0.271725383146664,0.10416117772976,0.352700293344687,0.218540202741885,0.341428477422778,0.630697366505397,0.145934305523518,0.705417363177234
"48",0.0280067843181805,0.00894758024753147,0.266078083412379,-0.0297302514623001,0.170401837480571,0.14069657236518,0.340208659537918,0.200180252864932,0.561064595748705,0.148783673654898,0.255710219212872,0.626236513751142,0.187081911037355,0.727195284685199
"49",0.0460361592302232,0.121866896080879,0.148752590844353,0.195572322965829,0.293123254861961,0.0275774105470146,0.369273451110262,0.470405592320359,0.442422771740386,-0.0200656713125581,0.275778251479204,0.717828826623254,-0.116412272274504,0.735032238473285
"50",0.0646259866154641,-0.00468824216960998,0.150840680059241,0.0616916461988642,0.177970856894205,0.111235911728792,0.334943332642719,0.2324385076677,0.105214784231704,-0.108950511549181,0.0886764485688769,0.64719738093318,-0.0421080289591009,0.686536873792286
"51",-0.0898518806150223,0.109300790433315,0.28349684541991,0.028420893081569,-0.115484339423939,0.0906111241436764,0.303084032253062,0.312775214692788,0.567097926539715,-0.184202191933979,0.25677571386272,0.569087934713179,0.35392117608301,0.692709742654402
"52",0.0954454969634897,-0.0570457188493976,0.262413935716892,0.146876604948951,0.317088929098282,0.09042423488014,0.196480512865935,0.243146521575357,0.466987928795938,-0.014218773605174,0.175872508676301,0.671673513398309,0.157196630291268,0.685791381845125
"53",-0.132062080512622,-0.14660145847235,0.0346857931861715,-0.00738333346862912,0.189079767008916,0.162859512624189,0.291562636162047,0.130410610111366,0.39250412673415,0.0691503538976198,0.231644482594132,0.652049460350706,0.03153928206344,0.752968513078505
"54",0.0551745874223004,-0.0775772310679532,0.294643556780848,0.230279167052211,0.156340049182006,0.0845288370822392,0.381056770871279,0.273328698350452,0.457623073463615,0.257884129761258,0.254127038527142,0.635925950502813,0.413099500179317,0.720829103382499
"55",-0.00709472043563478,9.59004219625701e-05,0.434790193004251,0.00741004132666157,0.0775863657163753,-0.0387793819545894,0.156768902134271,0.194087796459036,0.399477990075001,-0.0767964667025136,0.159273202042511,0.549621749356255,-0.0039980054767373,0.772946717278542
