"","G_men","G_sip","O_uni","G_sac","G_rubp","G_rubw","P_obl","N_dut","G_cal","G_cra","G_glu","G_tru","G_bul","G_fal"
"1",0.476703428831394,0.181732039219544,0.46782440213186,0.427055056766222,0.487266958583089,0.364048947440839,0.62812417627342,0.698062585314219,0.597689041878524,0.532549143849658,0.588499323155059,0.608422481975793,0.357630505920664,0.585568932519202
"2",0.219272445452241,-0.0528250135257246,0.205390588496213,0.124980102370111,0.333321621186628,0.22064006431514,0.484341416033562,0.563095534496319,0.368167150497151,0.379432463831774,0.292597523713903,0.590636316742529,0.108382420691675,0.319332949732909
"3",0.29390369466293,0.10138320460018,0.20894821241096,0.262434963053317,0.378070964696739,0.155085657677393,0.360226375524387,0.492646436393326,0.464106739931727,0.385422195164747,0.338183208767105,0.560168269408011,0.259944670967857,0.26287183819798
"4",0.0970095209229655,-0.0493179401735204,0.364639220528849,0.032168773569116,0.224687963381739,0.0724385065564733,0.501305032323367,0.564440427242247,0.33940248814426,0.456884699313079,0.453599595661501,0.653790560563995,0.158290585210334,0.443456916703803
"5",0.205240013861633,0.00615736060094967,0.274240931050902,0.120013316283924,0.426693910797399,0.0488673264718786,0.550808349888673,0.491397264481589,0.382192405654613,0.462050180467713,0.252356203787721,0.622862972019068,0.101593426850492,0.599526556239406
"6",0.213826727536755,-0.0619169466390979,0.409695820858619,0.319556233887966,0.355295160860376,0.18226684450631,0.545668419824221,0.588671283061448,0.300395257981003,0.406489034112817,0.208935544390814,0.614545799428571,0.174267635442861,0.234840376905387
"7",0.499907367268239,0.120330361333868,0.370314361304781,0.210765152170293,0.185201914274156,0.136740393040096,0.453293955627653,0.596052636843131,0.486866335658737,0.491092113885195,0.114159807713398,0.601829933995063,0.255092258825227,0.250314775448922
"8",0.265783380678203,0.041335954881025,0.451760555990185,0.108705864593631,0.106463403027031,0.0630985743666906,0.38518634720465,0.638919862763769,0.447369986468845,0.331163360602822,0.339724349605822,0.567101936123613,0.223581055895185,0.317549563793827
"9",0.236799318292814,-0.135058438094561,0.349498863254696,0.140528598371322,0.314635180718984,0.127158127523097,0.582794605979714,0.534696506460052,0.461624933656108,0.447745157182582,0.287757098774183,0.602294888398357,0.0956673044443958,0.253386025983616
"10",0.3020897916916,-0.147411921940305,0.253910886689711,0.252461744742033,0.271036727223504,-0.0489717362415942,0.557305430193353,0.612225392390774,0.403826639509912,0.420674868331962,0.249242343102171,0.611787897571678,0.231939092466628,0.311698489272418
"11",0.36633780743297,-0.154079029452295,0.317528897242845,0.0247072555388899,0.334340134389357,0.106427755941132,0.449033030299705,0.504876552738511,0.348284074740234,0.443270579382465,0.183540355911529,0.659619678606753,0.0772375470030598,0.432791137103312
"12",0.22744164724584,-0.160763296287441,0.304073986012533,-0.0655656225779593,0.360496242995488,0.327240087825625,0.617491550043294,0.567842714436595,0.418147351997504,0.45280849256469,0.27844021624476,0.639911015057378,0.155823428858784,0.451786551219246
"13",0.228989274121337,0.0739830654395196,0.320924835550927,0.154561428132293,0.363105102514556,0.145212573607599,0.526286881034854,0.462377107055792,0.459395773971413,0.469448268310218,0.22201610946149,0.602889688015513,0.179199561222902,0.287919962557682
"14",0.362600686433195,0.00173364593019595,0.294213238335193,0.144881236744959,0.384602351074247,0.274525512230067,0.557916352073763,0.576053933671876,0.45443923336681,0.376454523378876,0.21018135966062,0.599975776876207,0.220405291168127,0.311479207030152
"15",0.264232905721764,-0.00303040820181622,0.323371614862644,0.0561848632408048,0.276300474422692,0.0677081853382902,0.486755500389807,0.498926025735783,0.442686137619908,0.33480267731775,0.260671203514276,0.623027291297505,0.390006814406377,0.261872293131262
"16",0.181447818331353,0.145293579537706,0.318821890964148,0.0858969531614915,0.340745439608234,0.114977399342398,0.502497015122262,0.52012564161703,0.40779416180874,0.361549758302678,0.199322129373463,0.648245799253735,0.250732968997856,0.199871302583819
"17",0.23723071114191,-0.0199945171808108,0.279072567921382,0.0548295186471203,0.207036017549494,0.194967006215134,0.404529595908787,0.552390402720785,0.378114037705037,0.362474468304646,0.198110873249307,0.62313123977373,0.102700525359255,0.303113520511845
"18",0.210402094726056,-0.0310313749147695,0.213603915063446,-0.0108873068630115,0.39514261216652,0.143975977781231,0.502479122900992,0.575195343755943,0.353097053185938,0.327206005375176,-0.0547565080288696,0.58221810241026,0.238898154504252,0.356473247414311
"19",0.22155627889731,-0.0547708394326152,0.290549628634123,0.0851157678633655,0.433072344903157,0.0792905454629618,0.576002839585896,0.496244593578438,0.340337249822024,0.485195898725914,0.262483269701852,0.60912461684145,-0.00643612057424221,0.279937742026757
"20",0.1386935918382,0.127717975240656,0.302120631678013,0.105547863577165,0.367624944343856,0.234400496898643,0.503188282359942,0.499683410067581,0.560512217890289,0.374116871991515,0.192755867680703,0.639423976742065,0.218727086939282,0.364717604959245
"21",0.307259254176737,-0.0496566860109965,0.430225050362185,0.230255036883086,0.415376898491908,0.275505265907976,0.49255093759662,0.480875738498734,0.394630601768766,0.515292237233604,0.286295330688225,0.655053223891906,0.0281191664129844,0.648854207506847
"22",0.153058440843563,-0.0795872541024211,0.393431754833811,0.131342440864344,0.319015821268645,0.162933795367575,0.557975714981087,0.553735701374513,0.432413466913525,0.354205420097479,0.222954304083702,0.611098353890385,0.0685251810480053,0.425968418329434
