"","G_men","G_sip","O_uni","G_sac","G_rubp","G_rubw","P_obl","G_cal","G_cra","G_glu","G_tru","G_bul","G_fal","temp_K"
"1",0.491260473889176,0.349114319448109,0.0739113736801832,0.158650287398575,0.352975415490674,0.222304534698413,0.748153532374622,0.606328192424845,0.302348098404569,0.529096257822945,0.340407249284342,0.406829292265047,0.270314264091246,0.856393502493415
"2",0.0934748353254716,0.0287395596505967,0.0481558699412102,-0.0452463039969734,0.186872781328022,0.159919218536713,0.359718365957043,0.156387924830422,0.187174276630397,0.0905510429012927,0.271029790365552,0.120172024716713,0.063028428420273,0.770424420032095
"3",-0.0423438744548509,-0.113757372605039,-0.0130997370114006,0.111307745876132,0.244604708378006,0.0338587341087799,0.284023452543217,0.240798131738039,0.254756851593192,0.103480902201591,0.213348571177065,0.1477515438086,0.260361903723295,0.785118379112229
"4",0.127446564082634,0.13603673896578,0.0395182911412407,0.0637797795573415,0.157706509994938,0.152424074792236,0.11868574921048,0.248814518363483,0.321034589618386,0.0638486296675691,0.358288918730374,0.0987871310183851,0.359434325112768,0.786684844913248
"5",0.0745614639400292,-0.083809406365053,0.0406573758447027,0.0627733531395823,0.197073935779284,0.0215048956150768,0.310549204652243,0.128328756135669,0.296510309612608,0.175085754072614,0.318160851836566,0.18021848574376,0.182872165617754,0.803181020110464
"6",0.1169833434926,-0.102086629718666,0.0621943865135292,0.00493225460854381,0.185337645165688,0.0464624027509217,0.366488415451301,0.354223997288844,0.338263871142237,-0.00405297961573306,0.366742415190528,0.157465527322489,0.141580309928332,0.78931239672288
"7",0.320510828568371,0.0733092606774737,-0.0372713256587931,0.109856608448278,-0.0791373290141407,-0.0849315858514852,0.259822535480098,0.268189425374318,0.208673685469452,0.103390395127391,0.299331351918666,0.0305885683677074,0.133432653432586,0.773095294904573
"8",-0.0204585255937399,-0.0913829966403452,0.0783288090216656,-0.0390901266247029,0.200310229768579,0.151257821969252,0.343925485099806,0.0381217852081043,0.184607365226343,-0.0222485935697139,0.367237781583739,0.095403879820419,0.0418126792398131,0.778531931224622
"9",0.0757480137752138,-0.0106468654575919,0.129071278378688,-0.0348068643541675,0.100723300266334,-0.0139910418918414,0.428828273181109,0.239759647477195,0.26550624460708,0.0790059595629618,0.313174198734366,0.0128198139498874,0.0149061551018616,0.778951547240177
"10",0.186678872508172,-0.0253708669850284,-0.0198258588378155,0.183068366486725,0.26378313834776,0.0300680643604652,0.365126258517518,0.00977387381444687,0.225998419666349,-0.0214666901461002,0.275782435160052,0.0679980620444156,0.0864262930719228,0.772284948902189
"11",0.270158505027204,0.0496831768435707,-0.0880812360259382,-0.126660998920305,0.260608264912338,0.0702672311848763,0.295456303877986,0.191864941067869,0.243379649368692,-0.106083599172999,0.301284630486724,0.0985098226114105,-0.0658421589264832,0.770968271009289
"12",0.141602838284619,-0.112473412519739,0.0554212375030467,0.295947767235458,0.127469389516594,0.193434968743334,0.307245785438352,0.278991730214898,0.0929921308322452,0.048415189440128,0.23147630368121,0.055823264952558,0.036286357182008,0.7570764822527
"13",0.224491744841402,-0.0309165148285001,0.0562129173505287,0.210317610861562,0.109516930158865,0.0874388988777252,0.207134037651768,0.251753393507006,0.245670683926884,0.14345596279426,0.310418051473464,0.117679855086657,0.204102392848321,0.787368786788715
"14",0.191103684405449,0.0984999139549202,-0.0484287608101732,0.129334022652697,0.306267141247092,0.151860726783306,0.19515284159059,0.339992186881462,0.176037679361192,0.0842968692579684,0.335902299622429,0.0581126276042868,0.283319640751305,0.774219686356017
"15",0.180681309994759,-0.121613492960544,0.140226842888037,-0.0873315705945857,0.171335923434395,0.110105992438496,0.201029102546301,0.377810696025343,0.232323039667089,0.0976999047752871,0.335673250442047,0.156406956489126,0.18208872855417,0.778613122962058
"16",-0.0704763237122032,0.0994146654063228,-0.0804166688552518,0.0515432481985888,0.158141009555083,0.0640208325474177,0.356706212256102,0.131806640587248,0.35786855266888,0.0593244312558485,0.294732136761239,0.17139394131881,0.0725248103289518,0.772122425090317
"17",0.0641348723350185,-0.0237906264349771,-0.0419865598758699,0.158612217633549,0.192032580998487,0.00307571415223507,0.0993814899853465,0.302034263958213,0.223138160578098,-0.0496134963737563,0.34437044972311,0.0436028922590391,0.0703777884978742,0.762299429868582
"18",0.122105507676925,0.0184420993571472,0.00855374421109929,-0.0253653749408358,0.285967549411364,-0.0441543592726292,0.285274990257643,0.391578878336795,0.28066662834962,0.134795807755091,0.310981411784521,0.0327528607172481,0.128559443281599,0.783473364513339
"19",0.249414670876747,-0.0382852368032458,0.013899336884034,-0.018594810109479,0.0766440472447178,0.175117610408488,0.351571683735083,0.264316074666012,0.281204404268527,0.0165665721768556,0.293030799338901,0.0761390349666563,-0.00100531418804437,0.772440382599148
"20",0.161170648204185,0.0607112276564787,0.052848228032175,0.0672590212926822,0.0913977558351809,0.0239503034778047,0.335598916738588,0.197972634536975,0.221176080193284,0.104820583011561,0.346985780527888,0.109203719355553,0.0125295173328881,0.762057318597959
"21",0.159188474192369,-0.0887054326479568,0.0733079493197642,0.0185333484661271,0.278624335932321,0.126034084849401,0.235386594044541,0.124313598003615,0.0261326557617627,0.16391543758681,0.381433770684018,0.0549298148311167,0.0685421091306379,0.759051986439941
"22",0.037075000288329,-0.00940649871190825,0.0281372963305683,0.0427671161116172,0.330522693200166,0.0939849702472671,0.390859998388988,0.185533756614081,0.183278465661431,-0.0551928191276063,0.277915692058305,0.282621092153488,0.107048959411188,0.768219029231319
"23",0.111586333950909,0.0864592547487176,0.0225872688002912,0.118575090090989,0.196999333121269,0.144307469967486,0.219675578733639,0.156169095523246,0.226997428027905,0.115701939288145,0.364772225817231,0.042028725138124,0.136148806321041,0.775945848593039
"24",0.1563172149637,0.0124909387467501,0.0902291571474036,0.000378208847279404,0.101127055719928,-0.0275350573641827,0.238961403015299,0.225894742579132,0.224824001380764,0.153526038632076,0.344240481176919,0.160877621120431,0.29248178887959,0.792198993359924
"25",0.234639225035302,-0.0357475399668249,0.136029870153119,0.0254928395518241,-0.0305144778874857,0.0616359170071112,0.388288831331022,0.322870469086365,0.110068885528253,0.114943673471834,0.338356690305721,0.0390108471149848,0.00166041096988142,0.784738195645594
"26",0.105447766951459,0.0133911189043414,0.106089584926551,0.0913562303053944,0.381775856996093,-0.00444770385856199,0.43701480286658,-0.0637864976264228,0.188733350343177,-0.0464859995954984,0.219335408921103,-0.113106904676186,0.190800579858125,0.766227229718106
"27",0.106194669912547,-0.0677807890875865,0.0507996388686865,0.173925731362226,0.277695211133771,0.216500930627562,0.221386901742295,0.19389579315349,0.134454360867127,0.188156637219356,0.267082463586815,-0.0346627246850086,0.136210400956823,0.757279585911702
"28",0.182554590436045,0.110227993612461,0.086286400503346,0.206697400125363,0.207500522712697,0.014391720919594,0.00236735992041749,0.214254263476382,0.165789529173157,0.181114364227182,0.387482134175111,0.064309858280215,0.0943504796250908,0.764325265897735
"29",0.125274322610251,0.121762589795801,-0.0450875871695152,0.175532344163166,0.176726776672821,0.107312788471175,0.309324197201141,0.279010463236566,0.0687123923822087,0.153429370033724,0.271153004961304,0.107160919621578,0.188804032313784,0.766367958704165
"30",0.155650432331881,0.00676748337565706,-0.00660558762592053,0.0089178807559755,-0.0252178508042442,-0.0233457584968285,0.299314932047079,0.334435740020291,0.142131009670597,0.16676107762805,0.211138507942791,0.242754651234962,-0.134234119262932,0.769079178240995
"31",0.0234297627002262,0.0341727124943093,-0.0607938417781939,-0.0161048975792216,0.263751857551621,0.0242157706517395,0.251353906830156,0.195061358683007,0.151166786747482,0.0181522716502511,0.278198730686503,0.0987465029921871,0.0136175540393572,0.788581851154054
"32",0.132114825004735,-0.0659281777357186,0.0191084829097013,-0.104876254693779,0.208865728977304,0.10166430916874,0.28289655064085,0.353179415954148,0.0120783166622774,0.22578861905249,0.241480398365024,0.0867537187391377,0.02201886707099,0.802138166739782
"33",0.19255272314525,0.0723138568662993,-0.0351053453062981,-0.0648733834349312,0.205544271111897,0.108016812642799,0.412041472535974,0.359208525224692,0.146546646330489,0.118766728062142,0.2329554258224,-0.0438813365706362,0.0111581489752255,0.776543356115974
"34",0.163929632903751,-0.137177160194871,0.194645686670696,0.155671507977963,0.146732869241961,0.0290404901996991,0.276020767860832,0.292738035059657,0.312364815679897,-0.0161747837177624,0.364270983991635,-0.0376538045350249,0.186461560952587,0.788146669249862
"35",0.108385336436579,0.0558700394663379,0.109269677592732,0.0188325089219523,0.334172049808708,0.0838589751001088,0.409317250053911,0.198310211807257,0.329413816480454,0.172962560652119,0.309455583466152,0.00554054482060845,0.0133769925409276,0.77383228073662
"36",0.0872916929226354,-0.105041854531449,0.0386157767339644,0.0980909653568987,0.227483490774892,0.124969074494143,0.368752840572841,0.277651699113066,0.232805181852391,0.0401285644960232,0.242991679017836,-0.0287666911800829,0.0813070733119942,0.775203683326319
"37",-0.0181187094416509,-0.135776549991047,-0.00797502723406722,0.0633605746157006,0.346022741836634,0.0987382219632414,0.25761766639553,0.361770938797408,0.360416039775316,0.270165738537998,0.305703917089387,0.0585121391411866,0.0199213863803867,0.766743152957371
"38",0.0697151016111294,-0.138123223312197,-0.113965495925052,0.0121134272847088,0.260918394720718,0.0694182914539961,0.386541015763752,0.266104583499604,0.111113103788177,0.163563103520409,0.153601573899212,0.194782682042748,0.0795565320834821,0.79180722949105
"39",0.0720279007054864,0.0503614743148057,-0.212442111955733,0.0327056556035104,0.340516185706786,0.0259674173675289,0.451144091296041,0.373161825496216,0.103445238164167,-0.0371650777519237,0.390111573554899,0.13541258719798,-0.0292105824136735,0.788771371832115
"40",0.074388301496726,0.0917593183052915,0.0976262957953818,0.128971625139383,0.0957447153515151,0.0805270031553441,0.187697549303007,0.297676557003133,0.342671962465341,0.0444885501563421,0.270406602493253,0.205290139216549,-0.00225116939395198,0.785903843165605
"41",0.340746935426884,0.144979234217626,0.0699030093332301,0.0821272328699158,0.233450831814254,0.17407171283246,0.270549420002729,0.32281833949848,0.168996421982373,0.00616059134494571,0.308770146971011,0.199311600539026,-0.00990654848027296,0.790453227153545
"42",0.0997057350675326,0.0410005946845314,0.163164569926682,0.157643228250605,0.197483212427103,0.00553238961640208,0.349846041843456,0.166794284989278,0.21599746414701,-0.0416156917727403,0.256170819576445,-0.0319138007231393,0.192141099302947,0.778426547243214
"43",0.192096958501882,-0.00674924262084635,0.124492476192364,-0.0786732686507047,0.131438937785862,0.055308436207578,0.280627766432927,0.257312358732631,0.217013854081604,0.0669878878302722,0.38197577598952,-0.0315147970351309,0.0088191270735175,0.773327693312252
"44",0.233441771758161,0.029799054081179,0.0770576161458748,0.0170353147527609,0.309029803471892,-0.0734793456789509,0.316884971323682,0.32898243159844,0.242695026848648,0.15049379479536,0.298663779945549,0.0517017213779558,0.0154870713491249,0.779995919912306
"45",0.11147765024806,0.189004632723464,0.0833612349442746,-0.0452827015804953,0.366412138434015,0.223969513164764,0.304713490256779,0.238626331365026,0.0349183251879074,0.0231974262188151,0.340908731405887,0.125364649043134,0.183573023666563,0.799391396222931
"46",0.214374232003295,0.0774878410429991,-0.0714510791648677,0.199520833153369,0.2006714724576,-0.018506137624433,0.32391705150587,0.105830315081816,0.230870999360287,0.0996609856832291,0.389019027447431,0.1746798592259,0.0719824647084839,0.769250299496987
"47",0.129061304997831,-0.0060896327653019,0.0938536863961133,0.25339584284776,0.288584316201124,0.146634624955688,0.274280781043985,0.272044545338032,0.21655318237692,0.0605850747574575,0.325793733879699,0.0441332114376244,0.19629325471049,0.799912497044802
"48",-0.0182171603892057,0.0789905379922872,0.00523685414359049,-0.037263792829619,0.290600933676391,0.0759500065406696,0.293066627519693,0.21180130415421,0.13866536249129,0.0380337177703434,0.336957655450062,-8.55487980631111e-05,0.218467758339044,0.79067667727272
"49",-0.0760164251115078,0.0753780077658704,0.104413032366999,0.00320075601234137,0.360476766181921,0.0316096887232841,0.361659661851723,0.305500034797858,0.176097275230032,0.155744453897485,0.216383088970802,0.141953736897969,0.247482239299056,0.779860744432334
"50",0.181675793820878,0.209952060253734,-0.0302112441013898,0.0800076053209736,0.105124266026544,0.0394529777913991,0.385324904856311,0.149863000434757,0.223406031470622,-0.0982819884906187,0.27230613483363,0.227312161355981,-0.000367216977289159,0.76227978665066
"51",0.150540768574094,0.142447127059365,0.103821384525195,0.0331095065820212,0.278970639523929,0.0913253022436481,0.377959368280906,0.0911977965766496,0.26852265459843,0.147103833957976,0.270553121217287,0.150899964204041,0.142296607147354,0.773148393059302
"52",0.0664319026848799,0.12768393367093,0.0128692717324742,0.0752055288952841,0.252852523347029,0.212298237518615,0.374587126574713,0.224792140902957,0.335391276247337,-0.0514927119303423,0.173537909565151,0.122891119456401,0.138070189274941,0.773206410067946
