"","G_men","G_sip","G_sac","G_rubp","G_rubw","P_obl","N_dut","G_cal","G_cra","G_glu","G_tru","G_bul","G_fal","temp_K"
"1",0.00307516012003227,0.266538294586854,0.546889228158068,0.472957838882122,0.335826390736368,0.298264926800849,0.295800669752536,0.411369210149122,0.284989841392975,0.444484663323173,0.569236276947196,0.308193968443442,-0.00878452191365075,0.598713556923081
"2",0.0566689570500509,-0.0447865107878506,0.354062586197498,0.0941775764096363,0.0297227585178921,0.18454748224287,0.301664976838591,0.108066111282638,0.0765678807912537,0.0905057109716064,0.333247393172934,0.109290046100284,0.0597961714456306,0.525150587592722
"3",-0.00127604331473384,-0.134037166397032,-0.115778907592554,0.12369928592027,0.0583295313483115,0.12884700467864,0.174724523249964,0.348697066373224,0.0964663329125271,0.187765119531235,0.357736944226653,0.02443261421703,0.067428732333918,0.541706613859879
"4",0.105515120993548,0.0839695000439478,-0.0311324674946636,0.0586279614256391,0.0783684008736071,0.374452238461774,0.301617945706761,0.280699658420488,0.147935095416016,-0.0191869952245567,0.350691675535987,0.150772794152537,0.172528404716108,0.56746888588148
"5",0.000124273252831948,0.0776475066110122,-0.06673510013146,0.0561640740851861,0.0590908546049272,0.15554411241225,0.223140425923736,0.0897070875080338,0.187674550955348,0.280841790157477,0.392893107017895,0.141423455861558,0.112778421488436,0.58391918880217
"6",0.0692121936316835,-0.132333995545733,0.0734968140754745,0.0750458937623878,-0.0853017469937542,0.235462986602263,0.294778657627764,0.29577305933016,0.159465729078339,0.0973642911764899,0.316271444461177,0.191199907350934,-0.0332216793714149,0.542705610860937
"7",0.195505347874449,0.0228578935785435,0.193361770298208,0.162602935102038,0.0446489134656996,0.394466500719763,0.293546152540646,0.197349242357622,0.0642980965622708,0.0402641095992577,0.367968101238162,-0.0303152367682122,-0.0132509861885405,0.522501323548672
"8",-0.0158335444342318,-0.01034666419106,0.129527827983535,0.182867094468469,0.0255898631581542,0.184181793601326,0.180445349600338,-0.085122423625297,0.266115711903608,0.0186492507495596,0.300510098368109,0.0269074638981521,-0.0503994842919728,0.532152153211612
"9",0.141588869962524,0.0276085535400745,0.127829364278763,0.255349332297676,-0.0693521882163844,0.29026742415231,0.180530005310782,0.133708565841919,0.295720576986431,0.11829142478142,0.343076013551909,0.0739049038880154,-0.026106419703128,0.559449986737459
"10",0.115686415482785,-0.0749485128631437,-0.00513812439843443,0.312595162378535,0.0253737020569879,0.102657415857794,0.228303577681979,0.39382769035688,0.194612018038522,0.0332788596627369,0.303832861680292,-0.0350537893601155,0.138190368424598,0.524469595517579
